################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.5567881316469885E+00 a        93     0     4     1    18
 -1.4042225929507426E+01 a        94     0     4     1    19
 -1.1808280467456941E+01 a        95     0     4     1    20
  3.1030700112449228E+01 a        96     0     4     1    21
 -8.6485859800979927E+00 a        97     0     4     1    22
  2.7093996221443945E+01 a        98     0     4     1    23
  1.0399429930261128E+01 a        99     0     4     1    24
 -4.8632445185546702E-01 a       100     0     4     1    25
  2.7369017808562266E+01 a       101     0     5     1     1
  1.6893826072318920E+01 a       102     0     5     1     2
  5.0590958428796228E+01 a       103     0     5     1     3
  1.2428052370945174E+02 a       104     0     5     1     4
  6.1032667901059945E+01 a       105     0     5     1     5
 -1.5827594687860149E+01 a       106     0     5     1     6
 -3.7227429204429363E+01 a       107     0     5     1     7
 -3.3584870278242467E+00 a       108     0     5     1     8
  4.4303467906591194E+01 a       109     0     5     1     9
  5.1891650996648131E+01 a       110     0     5     1    10
 -1.7077253329244812E+01 a       111     0     5     1    11
  8.7783941008304168E+01 a       112     0     5     1    12
  5.6424719205111465E+01 a       113     0     5     1    13
 -1.0002625280235027E+02 a       114     0     5     1    14
  3.2325068815550104E+01 a       115     0     5     1    15
  3.8609905772680740E+01 a       116     0     5     1    16
 -6.3050530598206898E+01 a       117     0     5     1    17
 -3.4138850717037499E+01 a       118     0     5     1    18
 -1.5082940676438582E+01 a       119     0     5     1    19
 -4.3650825749970812E+00 a       120     0     5     1    20
  3.2975811299202540E+01 a       121     0     5     1    21
  6.0475935050087330E+01 a       122     0     5     1    22
 -4.4123246074205582E+01 a       123     0     5     1    23
 -6.6017845741949685E+01 a       124     0     5     1    24
 -4.8970086267551292E+00 a       125     0     5     1    25
 -1.9530915362964265E+01 a       126     0     6     1     1
 -4.0739791490259101E+01 a       127     0     6     1     2
 -8.5436291985806037E+01 a       128     0     6     1     3
  5.3830718002134130E+00 a       129     0     6     1     4
 -6.9382892363678508E+01 a       130     0     6     1     5
  1.9998204228099748E+01 a       131     0     6     1     6
 -5.6097505578329034E+01 a       132     0     6     1     7
  2.5849390277529150E+01 a       133     0     6     1     8
 -5.7974830975079698E+01 a       134     0     6     1     9
 -5.1452538461206863E+01 a       135     0     6     1    10
  2.1315704535771300E+01 a       136     0     6     1    11
 -7.4803242310152896E+01 a       137     0     6     1    12
 -3.5620302092814455E+01 a       138     0     6     1    13
  3.7312797881272679E+01 a       139     0     6     1    14
  6.0997057353034258E+01 a       140     0     6     1    15
 -2.8365088027816856E+01 a       141     0     6     1    16
 -3.2709510653237047E+01 a       142     0     6     1    17
 -2.2962436363003135E+01 a       143     0     6     1    18
  4.9676870363860370E+00 a       144     0     6     1    19
  8.2963223122445964E+00 a       145     0     6     1    20
  5.6253669432246120E+01 a       146     0     6     1    21
 -1.6734892451557414E+01 a       147     0     6     1    22
 -5.5190713516942012E+01 a       148     0     6     1    23
 -5.4775032402720436E+00 a       149     0     6     1    24
  5.2112726168565295E+00 a       150     0     6     1    25
  8.9110447828696469E+00 a       151     0     7     1     1
  4.9599617791218400E+01 a       152     0     7     1     2
  8.7340104616797376E+01 a       153     0     7     1     3
 -3.5686335519959318E+00 a       154     0     7     1     4
  2.9566641955429027E+00 a       155     0     7     1     5
  1.1767889429455925E+01 a       156     0     7     1     6
 -5.2687700442686323E+00 a       157     0     7     1     7
  2.5382798697392140E+01 a       158     0     7     1     8
  5.3347716133661685E+01 a       159     0     7     1     9
 -4.8374650775915228E+01 a       160     0     7     1    10
 -2.3143357605550502E+01 a       161     0     7     1    11
  2.3013665281030338E+01 a       162     0     7     1    12
  2.3502810285694435E+00 a       163     0     7     1    13
 -1.7053584477412624E+01 a       164     0     7     1    14
  2.3491964348720158E+00 a       165     0     7     1    15
 -2.2963225955492273E+01 a       166     0     7     1    16
 -3.3064711860657681E+01 a       167     0     7     1    17
 -3.4391323612192819E+00 a       168     0     7     1    18
  1.2664059599794861E+01 a       169     0     7     1    19
  1.3276852916459379E+01 a       170     0     7     1    20
 -2.9463224703347759E+01 a       171     0     7     1    21
  1.3090719201399194E+01 a       172     0     7     1    22
 -3.2617596743121283E+01 a       173     0     7     1    23
 -2.0650331621176772E+01 a       174     0     7     1    24
 -2.3322719134000516E+00 a       175     0     7     1    25
  2.4750744554837754E+00 a       176     0     8     1     1
 -3.2380865907953094E+01 a       177     0     8     1     2
 -4.1820897367223555E+00 a       178     0     8     1     3
 -1.1152307893767660E+02 a       179     0     8     1     4
 -7.1589444483349979E+01 a       180     0     8     1     5
  3.7791769223120120E+01 a       181     0     8     1     6
  2.1868281600888849E+01 a       182     0     8     1     7
  3.9538058637212763E+00 a       183     0     8     1     8
 -5.6258858244376569E+01 a       184     0     8     1     9
 -4.3809296492944782E+01 a       185     0     8     1    10
  9.3671382350254397E+00 a       186     0     8     1    11
 -7.6268104229928767E+01 a       187     0     8     1    12
 -4.9805675839470986E+01 a       188     0     8     1    13
  8.5535291310766482E+01 a       189     0     8     1    14
 -2.7981447313430973E+01 a       190     0     8     1    15
 -4.4721019723917699E+01 a       191     0     8     1    16
  1.9751409120689512E+01 a       192     0     8     1    17
  2.0521072570883394E+01 a       193     0     8     1    18
 -1.0927438203919222E+00 a       194     0     8     1    19
  2.9437996763259115E+01 a       195     0     8     1    20
 -4.1027013640169642E+01 a       196     0     8     1    21
 -5.8912629041694714E+01 a       197     0     8     1    22
  2.8317910760846761E+01 a       198     0     8     1    23
  6.1019054691280736E+01 a       199     0     8     1    24
  1.8601030763792092E+01 a       200     0     8     1    25
  4.6246044044839238E+01 a       201     0     9     1     1
  8.9810014707905012E+01 a       202     0     9     1     2
  1.0719229772184870E+02 a       203     0     9     1     3
 -3.8360044401406213E+01 a       204     0     9     1     4
  1.2501172565842913E+02 a       205     0     9     1     5
 -2.3059233767574433E+01 a       206     0     9     1     6
  1.0418121616723401E+02 a       207     0     9     1     7
 -3.6060741429173312E+01 a       208     0     9     1     8
  1.0818714995543218E+02 a       209     0     9     1     9
  6.5192618349394451E+01 a       210     0     9     1    10
 -5.0428448578003128E+01 a       211     0     9     1    11
  9.7030473778853107E+01 a       212     0     9     1    12
  6.6971029955199242E+01 a       213     0     9     1    13
 -5.7760987793291918E+01 a       214     0     9     1    14
 -3.5078791278492673E+01 a       215     0     9     1    15
  3.3697952778593645E+01 a       216     0     9     1    16
  8.3430222044496659E+01 a       217     0     9     1    17
 -1.1632081896441251E+00 a       218     0     9     1    18
 -2.3856267931236722E+01 a       219     0     9     1    19
  1.4574686390634476E+01 a       220     0     9     1    20
 -4.4159994446545191E+01 a       221     0     9     1    21
  2.9095416009640424E+01 a       222     0     9     1    22
  5.1239068640057909E+01 a       223     0     9     1    23
  5.2322686433471048E+00 a       224     0     9     1    24
 -1.7497872502415859E+01 a       225     0     9     1    25
 -1.6101266110789656E+01 a       226     0    10     1     1
 -1.9373831433681509E+01 a       227     0    10     1     2
 -7.3294865596529624E+00 a       228     0    10     1     3
 -3.5407451546751263E+00 a       229     0    10     1     4
  5.9615843508225286E+00 a       230     0    10     1     5
 -2.9106105763785894E+00 a       231     0    10     1     6
 -1.0856291631459456E+00 a       232     0    10     1     7
 -9.7926278355356153E+00 a       233     0    10     1     8
 -1.2539958634252969E+01 a       234     0    10     1     9
  1.7724855621060925E+01 a       235     0    10     1    10
  9.6615864026553329E+00 a       236     0    10     1    11
 -1.2156529603459663E+01 a       237     0    10     1    12
  1.1845895693820342E+01 a       238     0    10     1    13
  1.4886499979068283E+01 a       239     0    10     1    14
  5.8267560965208762E+00 a       240     0    10     1    15
  3.4057117725806636E+00 a       241     0    10     1    16
  1.5667279397456584E+01 a       242     0    10     1    17
  7.6286057922007302E+00 a       243     0    10     1    18
 -8.5239316588208229E+00 a       244     0    10     1    19
 -8.0159660685675416E+00 a       245     0    10     1    20
  1.7109168449606585E+01 a       246     0    10     1    21
 -1.6611910262115540E+01 a       247     0    10     1    22
  8.6384839937350364E+00 a       248     0    10     1    23
  1.1991995611168464E+01 a       249     0    10     1    24
  1.1874894623564396E+01 a       250     0    10     1    25
  8.3770146541206536E+00 a       251     0    11     1     1
  5.8174508653536847E+00 a       252     0    11     1     2
 -4.0538628672498966E+01 a       253     0    11     1     3
  4.1293303237620968E+01 a       254     0    11     1     4
  3.7152225453930242E+01 a       255     0    11     1     5
 -2.9988485950289366E+01 a       256     0    11     1     6
 -7.4389703035701178E+00 a       257     0    11     1     7
 -2.0639483372601202E+01 a       258     0    11     1     8
  4.3408938363172332E+01 a       259     0    11     1     9
  3.0535201538265955E+01 a       260     0    11     1    10
  4.5030258542547870E+00 a       261     0    11     1    11
  5.3254190601834033E+01 a       262     0    11     1    12
  3.6174841260489494E+01 a       263     0    11     1    13
 -3.9978584057125097E+01 a       264     0    11     1    14
 -5.2221338858410515E+00 a       265     0    11     1    15
  3.0614140484924341E+01 a       266     0    11     1    16
  5.7080716697497742E+01 a       267     0    11     1    17
  8.1177560945859977E+00 a       268     0    11     1    18
  3.6808116590297999E+01 a       269     0    11     1    19
 -3.6730481643900092E+01 a       270     0    11     1    20
  3.8161034722985768E+01 a       271     0    11     1    21
  3.0443685769178462E+01 a       272     0    11     1    22
  1.7187147192307712E+01 a       273     0    11     1    23
 -2.9210701058139925E+01 a       274     0    11     1    24
 -2.8796349353122515E+01 a       275     0    11     1    25
 -6.5764136824334315E+01 a       276     0    12     1     1
 -1.8653585967229824E+02 a       277     0    12     1     2
 -6.6740048212418699E+01 a       278     0    12     1     3
  6.8168897842491774E+01 a       279     0    12     1     4
 -2.1252764164558585E+02 a       280     0    12     1     5
  2.2039861817935144E+01 a       281     0    12     1     6
 -1.3435980829739387E+02 a       282     0    12     1     7
  4.8642150232875636E+01 a       283     0    12     1     8
 -1.8028011398936655E+02 a       284     0    12     1     9
 -5.4417550096547920E+01 a       285     0    12     1    10
  7.6120432074703899E+01 a       286     0    12     1    11
 -8.0937736847058147E+01 a       287     0    12     1    12
 -8.3423781722318154E+01 a       288     0    12     1    13
  6.5032443299462031E+01 a       289     0    12     1    14
  2.3349118000491935E+00 a       290     0    12     1    15
 -4.7394924614423971E+01 a       291     0    12     1    16
 -1.4559893788026207E+02 a       292     0    12     1    17
  2.0098719907573976E+01 a       293     0    12     1    18
  3.8644579940236831E+01 a       294     0    12     1    19
 -4.9647624043659427E+01 a       295     0    12     1    20
  2.3847593078186804E+01 a       296     0    12     1    21
 -3.1437331128407827E+01 a       297     0    12     1    22
 -2.5320263152741223E+01 a       298     0    12     1    23
  1.9633315610940234E+00 a       299     0    12     1    24
  2.9445736362366599E+01 a       300     0    12     1    25
 -8.6977603834100083E+00 a       301     0    13     1     1
  6.4787143654993278E+00 a       302     0    13     1     2
  2.3779768929124032E+01 a       303     0    13     1     3
 -5.9807149451941601E+00 a       304     0    13     1     4
 -6.6274888197329602E+00 a       305     0    13     1     5
  4.5299423036062683E+00 a       306     0    13     1     6
 -1.0611376827661567E+00 a       307     0    13     1     7
  8.3057784506882602E+00 a       308     0    13     1     8
 -8.6657726789411988E+00 a       309     0    13     1     9
 -9.8373574027917563E+00 a       310     0    13     1    10
  2.6971389679716036E+00 a       311     0    13     1    11
 -1.5877858207865900E+01 a       312     0    13     1    12
 -2.8561660418297388E+00 a       313     0    13     1    13
  5.9018030065096019E+00 a       314     0    13     1    14
  1.2464125386577454E+01 a       315     0    13     1    15
 -7.9292446185700705E+00 a       316     0    13     1    16
 -2.0072428743202433E+01 a       317     0    13     1    17
 -2.6941237618565088E+00 a       318     0    13     1    18
 -1.6065602545666316E+01 a       319     0    13     1    19
  9.2807330344764232E+00 a       320     0    13     1    20
 -9.4115315462859641E+00 a       321     0    13     1    21
 -1.0741495120031688E+01 a       322     0    13     1    22
 -1.2301115583490500E+01 a       323     0    13     1    23
  2.2412682135013045E+00 a       324     0    13     1    24
  8.1888101882393745E+00 a       325     0    13     1    25
  2.4562150487266866E+01 a       326     0    14     1     1
  7.8141912006971921E+01 a       327     0    14     1     2
  1.6598241604288347E+01 a       328     0    14     1     3
 -3.2574128361829331E+01 a       329     0    14     1     4
  8.3537304640340906E+01 a       330     0    14     1     5
 -8.3445530344220789E+00 a       331     0    14     1     6
  4.7999995088921942E+01 a       332     0    14     1     7
 -1.7775369153012189E+01 a       333     0    14     1     8
  7.0356852322573857E+01 a       334     0    14     1     9
  1.0923333722649314E+01 a       335     0    14     1    10
 -2.6737639360823362E+01 a       336     0    14     1    11
  2.1319141069463683E+01 a       337     0    14     1    12
  3.6224030606218271E+01 a       338     0    14     1    13
 -2.0682147810155680E+01 a       339     0    14     1    14
  1.2090133160407758E+01 a       340     0    14     1    15
  1.6464257926114126E+01 a       341     0    14     1    16
  6.2324970866023286E+01 a       342     0    14     1    17
 -8.4284423843045317E+00 a       343     0    14     1    18
 -1.4882108776308028E+01 a       344     0    14     1    19
  2.4598226534979080E+01 a       345     0    14     1    20
 -7.2659591836999027E-01 a       346     0    14     1    21
  1.9964594264483333E+00 a       347     0    14     1    22
 -2.2894404129819274E-01 a       348     0    14     1    23
  3.6210481112902604E-01 a       349     0    14     1    24
 -9.3746874962096882E+00 a       350     0    14     1    25
  1.1307665736087213E+01 a       351     0    15     1     1
 -1.5451763034337114E+01 a       352     0    15     1     2
 -3.6976992748043315E+01 a       353     0    15     1     3
  2.1403293136329351E+00 a       354     0    15     1     4
 -4.2694863877011171E+00 a       355     0    15     1     5
 -1.1289289715972020E+01 a       356     0    15     1     6
  2.2446814708463956E+00 a       357     0    15     1     7
 -5.1284065267797763E+00 a       358     0    15     1     8
 -1.2819531133285128E+01 a       359     0    15     1     9
  1.4006290181913760E+01 a       360     0    15     1    10
  3.1813874180397237E+00 a       361     0    15     1    11
 -2.8781130267281556E+00 a       362     0    15     1    12
 -7.9677217027990741E+00 a       363     0    15     1    13
  1.2556948837126813E+00 a       364     0    15     1    14
 -1.4730849747575755E+01 a       365     0    15     1    15
  9.4125180124857089E+00 a       366     0    15     1    16
  8.0930875015033159E+00 a       367     0    15     1    17
 -3.9375247574729935E+00 a       368     0    15     1    18
  5.2201707119710859E-02 a       369     0    15     1    19
 -1.6030501484078921E-01 a       370     0    15     1    20
  1.1117951301457185E+00 a       371     0    15     1    21
  5.3491692642791477E+00 a       372     0    15     1    22
  1.1693608518505304E+01 a       373     0    15     1    23
  3.0517406467507180E+00 a       374     0    15     1    24
 -1.2168896464317521E+01 a       375     0    15     1    25
  5.0903007044478059E+00 a       376     0    16     1     1
  1.0967611363321250E+01 a       377     0    16     1     2
  1.5783484461156609E+01 a       378     0    16     1     3
  2.2443252588019313E+00 a       379     0    16     1     4
  1.7445781533426576E+00 a       380     0    16     1     5
  6.8527715452844120E+00 a       381     0    16     1     6
  4.2725112970937795E-01 a       382     0    16     1     7
  5.7538905743898159E+00 a       383     0    16     1     8
  6.3454300205028549E+00 a       384     0    16     1     9
 -1.3819600470999738E+01 a       385     0    16     1    10
 -3.2029324823190417E+00 a       386     0    16     1    11
  4.2237109672620612E+00 a       387     0    16     1    12
  3.0326786272671327E+00 a       388     0    16     1    13
 -3.8508984523633703E+00 a       389     0    16     1    14
  8.3007800629321533E+00 a       390     0    16     1    15
 -6.7844308652415695E+00 a       391     0    16     1    16
 -7.2742338061268121E+00 a       392     0    16     1    17
  4.4438378091082464E+00 a       393     0    16     1    18
  2.1531987413480804E+00 a       394     0    16     1    19
  3.0684686418270810E+00 a       395     0    16     1    20
 -2.2991641193118517E-01 a       396     0    16     1    21
 -1.4101633007456571E+00 a       397     0    16     1    22
 -8.3197520529649154E+00 a       398     0    16     1    23
 -2.7544111103126103E+00 a       399     0    16     1    24
  2.4282167993670325E+00 a       400     0    16     1    25
  1.0410118763281284E+01 a       401     0    17     1     1
  6.1089702529949982E+01 a       402     0    17     1     2
 -1.1528856817480417E+01 a       403     0    17     1     3
 -1.4157142568983781E+01 a       404     0    17     1     4
  5.4094061420935141E+01 a       405     0    17     1     5
 -8.5619493659100900E+00 a       406     0    17     1     6
  1.1454901130517545E+01 a       407     0    17     1     7
 -5.6348201331543128E+00 a       408     0    17     1     8
  5.3439995444262642E+01 a       409     0    17     1     9
  7.3533596211969243E+00 a       410     0    17     1    10
 -1.3231475096309287E+01 a       411     0    17     1    11
  7.0533336408338354E-01 a       412     0    17     1    12
  1.0138129229308719E+00 a       413     0    17     1    13
 -2.6387459782131306E+00 a       414     0    17     1    14
  2.0891261951047890E+00 a       415     0    17     1    15
  1.6510217957019631E+01 a       416     0    17     1    16
  3.6320370160129421E+01 a       417     0    17     1    17
 -4.5363806540121425E+00 a       418     0    17     1    18
 -6.1973695109134290E+00 a       419     0    17     1    19
  5.3377948399700736E+00 a       420     0    17     1    20
  1.5336624383316438E-01 a       421     0    17     1    21
  2.1887795878803060E+00 a       422     0    17     1    22
  3.7214349760921466E+00 a       423     0    17     1    23
 -3.2872885379579193E+00 a       424     0    17     1    24
 -8.1485280390938062E+00 a       425     0    17     1    25
 -6.3123444075781272E+00 a       426     0    18     1     1
  2.2612362998087985E+00 a       427     0    18     1     2
  2.6700938383845934E+00 a       428     0    18     1     3
  2.0904665427118188E+00 a       429     0    18     1     4
  8.2969006419512237E-01 a       430     0    18     1     5
 -3.3907087556455417E+00 a       431     0    18     1     6
  6.2375634067372476E-01 a       432     0    18     1     7
  5.7364361588422499E+00 a       433     0    18     1     8
 -1.3968779026886806E+00 a       434     0    18     1     9
 -5.3842040786523961E+00 a       435     0    18     1    10
 -1.2346649090533463E+01 a       436     0    18     1    11
 -4.9226726209588243E+00 a       437     0    18     1    12
 -5.0759826240349586E+00 a       438     0    18     1    13
  4.6814462203062601E-01 a       439     0    18     1    14
  1.0936922086009485E+01 a       440     0    18     1    15
  1.7456929073321046E+00 a       441     0    18     1    16
 -8.0331333220955230E+00 a       442     0    18     1    17
 -5.4898228860202272E+00 a       443     0    18     1    18
 -1.1308233924731169E+01 a       444     0    18     1    19
  6.5062619749373063E-01 a       445     0    18     1    20
 -5.1905585445530829E+00 a       446     0    18     1    21
  5.3130761617275779E-01 a       447     0    18     1    22
 -6.9696887352531727E+00 a       448     0    18     1    23
  3.0113178930916468E-01 a       449     0    18     1    24
  3.3038457812008000E+00 a       450     0    18     1    25
  1.0419424958220496E+00 a       451     0    19     1     1
 -1.5560257904817249E+01 a       452     0    19     1     2
  5.9225856254719540E+00 a       453     0    19     1     3
 -1.2722882743220711E+00 a       454     0    19     1     4
 -1.0549591531468529E+01 a       455     0    19     1     5
  6.2624044102390917E+00 a       456     0    19     1     6
  1.8099947133517167E+00 a       457     0    19     1     7
 -1.7210473681082237E+00 a       458     0    19     1     8
 -1.4850795617655209E+01 a       459     0    19     1     9
 -1.9089021799654637E+00 a       460     0    19     1    10
  6.7938815108736339E-01 a       461     0    19     1    11
  2.5781245997460518E+00 a       462     0    19     1    12
  9.8963984839155064E+00 a       463     0    19     1    13
 -5.3956345738163209E+00 a       464     0    19     1    14
  5.7325513072752221E+00 a       465     0    19     1    15
 -3.4925736907175282E+00 a       466     0    19     1    16
 -6.4301644072369903E+00 a       467     0    19     1    17
 -3.9521209532057033E-01 a       468     0    19     1    18
  4.8744083277076822E-01 a       469     0    19     1    19
  3.8913493349613373E+00 a       470     0    19     1    20
  1.6228605928558388E+00 a       471     0    19     1    21
 -2.2950908356493440E+00 a       472     0    19     1    22
 -1.6626856856543959E+00 a       473     0    19     1    23
  4.0952639990942952E-02 a       474     0    19     1    24
  7.1449028787520019E-01 a       475     0    19     1    25
  1.4045716477038230E+00 a       476     0    20     1     1
 -3.4269493904791686E+00 a       477     0    20     1     2
  4.9217819716388931E+00 a       478     0    20     1     3
 -4.9824385706271848E+00 a       479     0    20     1     4
 -7.8734476395685304E-01 a       480     0    20     1     5
  5.0996359172457808E+00 a       481     0    20     1     6
  6.6950592257063860E-02 a       482     0    20     1     7
  1.1066636872084268E+00 a       483     0    20     1     8
  4.0436126133606942E+00 a       484     0    20     1     9
 -2.3164823797062843E+00 a       485     0    20     1    10
  8.9480691290868215E+00 a       486     0    20     1    11
 -4.3285463388528820E+00 a       487     0    20     1    12
 -8.8049115245668186E-01 a       488     0    20     1    13
  1.2887757226058507E+00 a       489     0    20     1    14
 -1.7701729710302039E+00 a       490     0    20     1    15
 -2.7746234960628269E+00 a       491     0    20     1    16
 -2.6834121029770461E+00 a       492     0    20     1    17
  1.7153849439045230E+00 a       493     0    20     1    18
  8.6424652918724476E-01 a       494     0    20     1    19
  1.7147883875692556E+00 a       495     0    20     1    20
 -3.3648537218986668E-02 a       496     0    20     1    21
 -4.0067358314518584E+00 a       497     0    20     1    22
 -1.7991233834699236E+00 a       498     0    20     1    23
 -3.1277569766257192E+00 a       499     0    20     1    24
 -1.3525108840130078E+00 a       500     0    20     1    25
 -3.4325597185006981E-02 a       501     0    21     1     1
 -2.4419097117257031E+00 a       502     0    21     1     2
 -1.6734916145867296E+00 a       503     0    21     1     3
  4.3907536368690303E-01 a       504     0    21     1     4
  8.7247477288544895E-01 a       505     0    21     1     5
 -1.0496398497184805E+00 a       506     0    21     1     6
  3.7515084049940178E-01 a       507     0    21     1     7
 -4.7588257275726759E-01 a       508     0    21     1     8
 -1.0791127909412408E+00 a       509     0    21     1     9
  1.6145634764054169E+00 a       510     0    21     1    10
  9.6153315221050939E-01 a       511     0    21     1    11
 -5.4007777754266406E-01 a       512     0    21     1    12
 -7.7402979585491716E-01 a       513     0    21     1    13
  1.0894823567408367E+00 a       514     0    21     1    14
 -1.9102430058399362E+00 a       515     0    21     1    15
  7.0299563926033914E-01 a       516     0    21     1    16
  9.3741834229300980E-01 a       517     0    21     1    17
 -4.4964190119151576E-01 a       518     0    21     1    18
 -4.7519922631997619E-01 a       519     0    21     1    19
 -1.3057893075004248E-01 a       520     0    21     1    20
  3.0011956362930031E-01 a       521     0    21     1    21
 -3.5655719467378710E-01 a       522     0    21     1    22
  1.5700021252058629E+00 a       523     0    21     1    23
  1.5407880711722737E+00 a       524     0    21     1    24
 -1.5650742697695844E-01 a       525     0    21     1    25
  4.0920527023896930E-01 a       526     0    22     1     1
  6.0297891045333951E-01 a       527     0    22     1     2
  5.0370803506788873E-02 a       528     0    22     1     3
 -4.3918000591330802E-01 a       529     0    22     1     4
 -4.4924675218373866E-01 a       530     0    22     1     5
