################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.3309851041749120E+01 a        33     0     2     1     8
  2.8020405962477437E+01 a        34     0     2     1     9
 -3.3565738970871941E+01 a        35     0     2     1    10
 -9.6128425712325549E-01 a        36     0     2     1    11
 -9.2961463703890317E+00 a        37     0     2     1    12
  4.3920645381747015E+01 a        38     0     2     1    13
  1.1493234268536566E+01 a        39     0     2     1    14
 -2.3956627167621967E+01 a        40     0     2     1    15
  3.3837687257787927E+01 a        41     0     2     1    16
 -7.0108939980122464E+00 a        42     0     2     1    17
  4.7523032872190981E+01 a        43     0     2     1    18
 -3.7462345569730871E+01 a        44     0     2     1    19
 -8.0141265003226660E+00 a        45     0     2     1    20
  9.9449787660099691E+00 a        46     0     2     1    21
  2.8911608905449995E+01 a        47     0     2     1    22
 -1.5145822658284692E+01 a        48     0     2     1    23
  2.7548169554022628E+01 a        49     0     2     1    24
 -1.2741892931299061E+01 a        50     0     2     1    25
  1.7225449520709148E+00 a        51     0     3     1     1
  4.5132611752396443E+01 a        52     0     3     1     2
 -3.3097509447549860E+00 a        53     0     3     1     3
 -1.1404556862868061E+01 a        54     0     3     1     4
  1.9770430601860827E+01 a        55     0     3     1     5
 -4.8205004798519667E+01 a        56     0     3     1     6
  1.2569591687779671E+01 a        57     0     3     1     7
  2.0195237477446639E+01 a        58     0     3     1     8
 -5.1817829249923655E+00 a        59     0     3     1     9
 -2.0162444352794743E+01 a        60     0     3     1    10
  1.0885565327471131E+01 a        61     0     3     1    11
  1.8953040169170784E+01 a        62     0     3     1    12
  1.6448834186792229E+01 a        63     0     3     1    13
 -2.2427621741885179E+01 a        64     0     3     1    14
 -6.7076652063701880E+00 a        65     0     3     1    15
  9.2773884218041154E+00 a        66     0     3     1    16
  3.7724083181919927E+00 a        67     0     3     1    17
  2.4022615612231906E+01 a        68     0     3     1    18
 -5.8865396259501658E+01 a        69     0     3     1    19
 -3.4341925080513491E+01 a        70     0     3     1    20
 -2.2742835504440475E+01 a        71     0     3     1    21
 -1.7705202156421642E+01 a        72     0     3     1    22
 -1.1113588607734124E+01 a        73     0     3     1    23
 -1.2369478867925336E+01 a        74     0     3     1    24
  2.3912076223361773E+01 a        75     0     3     1    25
 -1.6015917217283292E+01 a        76     0     4     1     1
 -1.0295604482358354E+00 a        77     0     4     1     2
  3.1400472756446657E+01 a        78     0     4     1     3
  3.1304337380020389E+01 a        79     0     4     1     4
 -4.9217047118677229E+01 a        80     0     4     1     5
 -8.5993760691671753E+01 a        81     0     4     1     6
 -9.0880262931035276E+01 a        82     0     4     1     7
  9.5813303034281148E+01 a        83     0     4     1     8
 -6.4869446272474605E+01 a        84     0     4     1     9
 -3.7699667888536588E+01 a        85     0     4     1    10
 -2.5060650893751117E+01 a        86     0     4     1    11
  7.8861642699351123E+01 a        87     0     4     1    12
 -1.2555641326597048E+01 a        88     0     4     1    13
 -4.6160618489335661E+01 a        89     0     4     1    14
  3.5399279716365912E+00 a        90     0     4     1    15
  5.4943122402597444E+00 a        91     0     4     1    16
 -1.0230031713233995E+01 a        92     0     4     1    17
 -2.6266351334057628E+01 a        93     0     4     1    18
 -8.4312410563833609E+01 a        94     0     4     1    19
  5.2227540148294267E+01 a        95     0     4     1    20
 -5.5552847633319708E+01 a        96     0     4     1    21
  3.0026408669575350E+01 a        97     0     4     1    22
  5.9740715408294726E+01 a        98     0     4     1    23
 -2.6618878303741704E+00 a        99     0     4     1    24
  1.1859359063073004E+01 a       100     0     4     1    25
  4.3615683146739677E+01 a       101     0     5     1     1
  3.7899142048415815E+00 a       102     0     5     1     2
  1.2088205704602103E+01 a       103     0     5     1     3
 -3.3187403433664393E+01 a       104     0     5     1     4
  8.3756960358730979E+01 a       105     0     5     1     5
 -3.5172330244964499E+01 a       106     0     5     1     6
 -1.8234358485506686E+01 a       107     0     5     1     7
 -2.4653924586306424E+01 a       108     0     5     1     8
 -5.4234182925053950E+01 a       109     0     5     1     9
  5.2756031312980582E+01 a       110     0     5     1    10
  2.9125444798672615E+00 a       111     0     5     1    11
  3.6013305896671799E+00 a       112     0     5     1    12
 -6.1855740292545697E+01 a       113     0     5     1    13
 -7.0583949470156861E+00 a       114     0     5     1    14
  4.6781268841990247E+01 a       115     0     5     1    15
 -5.2032871545140623E+01 a       116     0     5     1    16
  7.3943403033582502E+00 a       117     0     5     1    17
 -1.0814126933856932E+02 a       118     0     5     1    18
  5.5922864881268126E+01 a       119     0     5     1    19
  1.4512259933037599E+01 a       120     0     5     1    20
 -1.9773783404802902E+01 a       121     0     5     1    21
 -5.1702564471494426E+01 a       122     0     5     1    22
  2.7481032254860803E+01 a       123     0     5     1    23
 -6.8278583054778579E+01 a       124     0     5     1    24
  2.5762008273583149E+01 a       125     0     5     1    25
  3.4409128327733765E+00 a       126     0     6     1     1
 -9.1456821706405179E+01 a       127     0     6     1     2
  5.9144497931325208E+00 a       128     0     6     1     3
  2.3296291782513983E+01 a       129     0     6     1     4
 -4.0179899333112807E+01 a       130     0     6     1     5
  1.0266480280715507E+02 a       131     0     6     1     6
 -2.4328879924837779E+01 a       132     0     6     1     7
 -3.5472262388697324E+01 a       133     0     6     1     8
  8.8237063319993450E+00 a       134     0     6     1     9
  4.5503078025521830E+01 a       135     0     6     1    10
 -2.6543725356779646E+01 a       136     0     6     1    11
 -3.8103218400417880E+01 a       137     0     6     1    12
 -4.7434512452932189E+01 a       138     0     6     1    13
  5.1132014460200772E+01 a       139     0     6     1    14
  1.6465551452661938E+01 a       140     0     6     1    15
 -3.1831554793118801E+01 a       141     0     6     1    16
 -6.6421333699755039E+00 a       142     0     6     1    17
 -4.7956857939053890E+01 a       143     0     6     1    18
  1.1953089499326960E+02 a       144     0     6     1    19
  6.4294718968180362E+01 a       145     0     6     1    20
  4.7695729457601374E+01 a       146     0     6     1    21
  3.6080253156361195E+01 a       147     0     6     1    22
  2.8985719626536522E+01 a       148     0     6     1    23
  2.5707594013047949E+01 a       149     0     6     1    24
 -5.6026319983208154E+01 a       150     0     6     1    25
  1.0729397685966285E+01 a       151     0     7     1     1
  8.8735169411811277E-01 a       152     0     7     1     2
 -1.7850128846635712E+01 a       153     0     7     1     3
 -1.7160100470970971E+01 a       154     0     7     1     4
  3.3795685014281169E+01 a       155     0     7     1     5
  4.3595182075158306E+01 a       156     0     7     1     6
  5.3314870574747914E+01 a       157     0     7     1     7
 -5.5681119854372803E+01 a       158     0     7     1     8
  3.9261409145537549E+01 a       159     0     7     1     9
  1.9283238047029887E+01 a       160     0     7     1    10
  1.4612669396823206E+01 a       161     0     7     1    11
 -4.5622313595349638E+01 a       162     0     7     1    12
  2.4221250245684828E+01 a       163     0     7     1    13
  2.6889580235991755E+01 a       164     0     7     1    14
 -1.9741777975487484E+00 a       165     0     7     1    15
  6.5427396105518589E+00 a       166     0     7     1    16
  5.9240522035402927E+00 a       167     0     7     1    17
  1.7364019594894422E+01 a       168     0     7     1    18
  5.3641304092713391E+01 a       169     0     7     1    19
 -3.0304554179319236E+01 a       170     0     7     1    20
  4.0547884807163690E+01 a       171     0     7     1    21
 -1.7660007113221742E+01 a       172     0     7     1    22
 -4.0252379314183564E+01 a       173     0     7     1    23
  6.7637448308308485E+00 a       174     0     7     1    24
  1.6391260067152249E+01 a       175     0     7     1    25
 -2.9798103197287819E+01 a       176     0     8     1     1
 -3.7724670029516436E+00 a       177     0     8     1     2
 -6.9944569605379705E+00 a       178     0     8     1     3
  3.5128807449998703E+01 a       179     0     8     1     4
 -7.0932388450858454E+01 a       180     0     8     1     5
  4.5977596614078893E+00 a       181     0     8     1     6
  9.9369238602007020E+00 a       182     0     8     1     7
  1.4676139043600752E+01 a       183     0     8     1     8
  4.3094384953234652E+01 a       184     0     8     1     9
 -3.0710216028394736E+01 a       185     0     8     1    10
 -1.0865646872205472E+01 a       186     0     8     1    11
  1.5935610250741966E+01 a       187     0     8     1    12
  1.3404752714203955E+01 a       188     0     8     1    13
 -9.8618920335222455E+00 a       189     0     8     1    14
 -3.3394818209372168E+01 a       190     0     8     1    15
  2.5493220974539295E+01 a       191     0     8     1    16
  8.3098236427260748E+00 a       192     0     8     1    17
  1.1853598325931361E+02 a       193     0     8     1    18
 -1.8344190303640502E+01 a       194     0     8     1    19
 -2.0060047255673418E+01 a       195     0     8     1    20
  1.9268635467106513E+01 a       196     0     8     1    21
  2.8275687309710758E+01 a       197     0     8     1    22
 -1.1021052069942073E+01 a       198     0     8     1    23
  5.7724311512677559E+01 a       199     0     8     1    24
 -2.2438389040270291E+01 a       200     0     8     1    25
 -7.5751466582917502E+00 a       201     0     9     1     1
  6.4309437003205730E+01 a       202     0     9     1     2
 -1.3796100843394763E+00 a       203     0     9     1     3
 -1.6232127123940316E+01 a       204     0     9     1     4
  2.3085980208963061E+01 a       205     0     9     1     5
 -9.6056724640830382E+01 a       206     0     9     1     6
  1.5725251469752914E+01 a       207     0     9     1     7
  1.6164983612794035E+01 a       208     0     9     1     8
 -1.2510071662962485E+00 a       209     0     9     1     9
 -3.2841549693418202E+01 a       210     0     9     1    10
  2.3341846632754752E+01 a       211     0     9     1    11
  1.9994516579257766E+01 a       212     0     9     1    12
  4.5991673641193046E+01 a       213     0     9     1    13
 -5.9915030563214714E+01 a       214     0     9     1    14
 -1.3062654270972800E+01 a       215     0     9     1    15
  3.3883543309082938E+01 a       216     0     9     1    16
  3.1268655331757844E+00 a       217     0     9     1    17
  2.8245284298405828E+01 a       218     0     9     1    18
 -7.8172524278641006E+01 a       219     0     9     1    19
 -6.1833921272198431E+01 a       220     0     9     1    20
 -3.2061938037628586E+01 a       221     0     9     1    21
 -1.6373049674708387E+01 a       222     0     9     1    22
 -2.9871093259661002E+01 a       223     0     9     1    23
 -1.5733250352683825E+01 a       224     0     9     1    24
  5.6956045971215460E+01 a       225     0     9     1    25
 -3.5116101656488783E+00 a       226     0    10     1     1
  8.4202530564462852E-01 a       227     0    10     1     2
  1.4133120551422333E+00 a       228     0    10     1     3
  9.8617384230225336E-01 a       229     0    10     1     4
 -6.7232110837073309E+00 a       230     0    10     1     5
  1.5815832400145522E+00 a       231     0    10     1     6
 -6.5622394658240353E+00 a       232     0    10     1     7
  7.2644651940301408E+00 a       233     0    10     1     8
 -4.2186624109977053E+00 a       234     0    10     1     9
 -1.0641090429280240E+00 a       235     0    10     1    10
 -1.4959524362398993E+00 a       236     0    10     1    11
  4.5667834286769589E+00 a       237     0    10     1    12
 -1.8142091200184016E+01 a       238     0    10     1    13
 -5.7112992432047980E+00 a       239     0    10     1    14
 -9.0706614702466226E-01 a       240     0    10     1    15
 -9.4418325274149808E+00 a       241     0    10     1    16
 -1.1074508280932829E+00 a       242     0    10     1    17
 -3.2027103942415844E+00 a       243     0    10     1    18
 -1.0596555023946824E+01 a       244     0    10     1    19
  5.1905062630865633E+00 a       245     0    10     1    20
 -1.3073614518733905E+01 a       246     0    10     1    21
  2.3434507312032875E+00 a       247     0    10     1    22
  1.0628826738839827E+01 a       248     0    10     1    23
 -4.4797044634183107E+00 a       249     0    10     1    24
 -2.2106002541725125E+01 a       250     0    10     1    25
  2.7527145129820941E+01 a       251     0    11     1     1
 -2.0754293836383400E+01 a       252     0    11     1     2
  3.5781475724652765E+00 a       253     0    11     1     3
 -2.3074599278813913E+01 a       254     0    11     1     4
  3.1456906402954559E+01 a       255     0    11     1     5
  1.6062249613584381E+00 a       256     0    11     1     6
 -7.5771213207559613E+00 a       257     0    11     1     7
 -4.9841516445592049E+00 a       258     0    11     1     8
 -2.8632685440796011E+00 a       259     0    11     1     9
  2.5255632681978994E+01 a       260     0    11     1    10
  9.7199254946912319E+00 a       261     0    11     1    11
 -1.5532217432771199E+01 a       262     0    11     1    12
  9.0970154707121793E+00 a       263     0    11     1    13
  1.4563924736302535E+01 a       264     0    11     1    14
  1.4399633463683804E+01 a       265     0    11     1    15
 -9.0133390125340611E+00 a       266     0    11     1    16
 -1.2591676484086523E+01 a       267     0    11     1    17
 -1.0432948240669066E+02 a       268     0    11     1    18
 -1.0076911003397781E+01 a       269     0    11     1    19
  1.7067058008553261E+01 a       270     0    11     1    20
 -1.4499104577775078E+01 a       271     0    11     1    21
 -5.2813087353800521E+00 a       272     0    11     1    22
 -1.0152524845934614E+01 a       273     0    11     1    23
 -3.1137195232679193E+01 a       274     0    11     1    24
 -8.0376213869849167E+00 a       275     0    11     1    25
  3.5203890108385196E+00 a       276     0    12     1     1
 -1.8373491987270004E+01 a       277     0    12     1     2
 -2.1527885396107358E+00 a       278     0    12     1     3
  4.6007146351319355E+00 a       279     0    12     1     4
 -2.4926968626592902E+00 a       280     0    12     1     5
  4.7019763612546477E+01 a       281     0    12     1     6
 -2.8651997724455684E+00 a       282     0    12     1     7
 -5.0670913752042057E-01 a       283     0    12     1     8
 -3.6232399304971690E+00 a       284     0    12     1     9
  9.9614788525606137E+00 a       285     0    12     1    10
 -8.4718771650374673E+00 a       286     0    12     1    11
 -2.7613188767563464E+00 a       287     0    12     1    12
 -1.7298578980631142E+01 a       288     0    12     1    13
  3.7300199900759772E+01 a       289     0    12     1    14
  4.0824290595255803E+00 a       290     0    12     1    15
 -1.6134621305550091E+01 a       291     0    12     1    16
 -7.9780662661629420E-02 a       292     0    12     1    17
 -3.1652602677121688E+00 a       293     0    12     1    18
  1.8714136600167720E+01 a       294     0    12     1    19
  3.4729584100927532E+01 a       295     0    12     1    20
  9.7299271022964735E+00 a       296     0    12     1    21
 -2.0297837024302345E+00 a       297     0    12     1    22
  1.5044213348764417E+01 a       298     0    12     1    23
  2.9172385138260113E+00 a       299     0    12     1    24
 -2.9045111600147276E+01 a       300     0    12     1    25
 -6.1033700959257653E-01 a       301     0    13     1     1
  5.9579127015965403E+00 a       302     0    13     1     2
  1.4243522346906745E+00 a       303     0    13     1     3
  4.2396417624911802E+00 a       304     0    13     1     4
 -1.8644710357359464E+00 a       305     0    13     1     5
 -3.7694940890678102E-01 a       306     0    13     1     6
  2.4553346851345008E+00 a       307     0    13     1     7
  4.6609856141327466E+00 a       308     0    13     1     8
  2.2998789746782218E+00 a       309     0    13     1     9
 -3.4992508351735387E+00 a       310     0    13     1    10
 -9.3347486292211546E-01 a       311     0    13     1    11
  1.0293651737633112E+00 a       312     0    13     1    12
 -1.8388458792226854E+00 a       313     0    13     1    13
  1.2817525011125588E+00 a       314     0    13     1    14
 -3.6405687872087720E+00 a       315     0    13     1    15
  3.2658762653881226E+00 a       316     0    13     1    16
 -4.6738692778549362E-01 a       317     0    13     1    17
  2.5854820058756651E+01 a       318     0    13     1    18
  5.9807249113992942E+00 a       319     0    13     1    19
 -3.7458766973922732E+00 a       320     0    13     1    20
  2.9152201340593944E+00 a       321     0    13     1    21
 -5.0345479764159666E+00 a       322     0    13     1    22
  2.0238887463574007E+00 a       323     0    13     1    23
  4.7038024931362283E+00 a       324     0    13     1    24
  6.2193520693754911E-01 a       325     0    13     1    25
  1.3387194725951954E-01 a       326     0    14     1     1
  9.5995472939325484E-05 a       327     0    14     1     2
  8.2453257936592250E-01 a       328     0    14     1     3
 -8.5223575720730551E-03 a       329     0    14     1     4
 -1.7296591655347577E+00 a       330     0    14     1     5
 -6.0884270525992550E+00 a       331     0    14     1     6
 -2.7333282007719384E-01 a       332     0    14     1     7
 -4.6765712649331181E-01 a       333     0    14     1     8
  8.3785941706544065E-01 a       334     0    14     1     9
 -1.1457408177116433E+00 a       335     0    14     1    10
  5.0710322254664908E-01 a       336     0    14     1    11
 -2.0549118635703892E-01 a       337     0    14     1    12
  1.4762346088766585E+00 a       338     0    14     1    13
 -5.2786604394611603E+00 a       339     0    14     1    14
 -1.8786244866703156E-01 a       340     0    14     1    15
  2.1389700534966662E+00 a       341     0    14     1    16
 -6.2659952096997082E-02 a       342     0    14     1    17
 -7.7886165318520484E-01 a       343     0    14     1    18
  8.4459121786958780E-01 a       344     0    14     1    19
 -5.1171765581390787E+00 a       345     0    14     1    20
 -4.9417774712466717E-01 a       346     0    14     1    21
  1.6032884569772097E+00 a       347     0    14     1    22
 -1.9924269132920673E+00 a       348     0    14     1    23
 -1.2208063322534841E-01 a       349     0    14     1    24
  4.2778672827800168E+00 a       350     0    14     1    25
 -1.2447651254894705E+00 a       351     0    15     1     1
  7.2085475201740339E+00 a       352     0    15     1     2
 -5.1831596423823809E+00 a       353     0    15     1     3
 -5.2393501822675379E+00 a       354     0    15     1     4
  6.2183095043958492E+00 a       355     0    15     1     5
  2.3019995168051285E+01 a       356     0    15     1     6
  1.0586035218425636E+01 a       357     0    15     1     7
 -1.2758316078134390E+01 a       358     0    15     1     8
  7.8045481501007989E+00 a       359     0    15     1     9
  1.4340466397118323E+00 a       360     0    15     1    10
  4.6221205771055818E+00 a       361     0    15     1    11
 -1.1947693303255969E+01 a       362     0    15     1    12
 -1.4735019966109995E+01 a       363     0    15     1    13
 -2.1571507393910778E+00 a       364     0    15     1    14
 -2.8471799962893467E+00 a       365     0    15     1    15
 -1.3270719438391522E+01 a       366     0    15     1    16
  1.7415776373401641E+00 a       367     0    15     1    17
  1.7056967866059445E+00 a       368     0    15     1    18
  5.2207904677399224E+00 a       369     0    15     1    19
 -4.2917889282959125E+00 a       370     0    15     1    20
 -3.8597925696933824E+00 a       371     0    15     1    21
 -9.0695874136350663E-01 a       372     0    15     1    22
  1.3765061277473047E+00 a       373     0    15     1    23
 -5.9871385528037120E+00 a       374     0    15     1    24
 -2.7328272590635429E+01 a       375     0    15     1    25
 -9.6670576264058650E-01 a       376     0    16     1     1
  1.6817317406195684E+01 a       377     0    16     1     2
  5.8422299394359523E-01 a       378     0    16     1     3
  3.7628606329032670E+00 a       379     0    16     1     4
  8.3173637629000385E+00 a       380     0    16     1     5
  7.5977471304177691E+00 a       381     0    16     1     6
  2.3249772442071999E+00 a       382     0    16     1     7
  4.8921321270343627E+00 a       383     0    16     1     8
 -1.2923836439954510E+01 a       384     0    16     1     9
 -1.1106365178125809E+01 a       385     0    16     1    10
 -1.5814835967987035E+00 a       386     0    16     1    11
 -1.3087883942143210E+00 a       387     0    16     1    12
  8.7140031909838078E-01 a       388     0    16     1    13
  1.7817705656753773E+00 a       389     0    16     1    14
 -5.4107140209537095E+00 a       390     0    16     1    15
  1.0677429599523592E+01 a       391     0    16     1    16
  6.4909962877255651E+00 a       392     0    16     1    17
  2.4540535856244489E+01 a       393     0    16     1    18
  2.1305615625211050E+00 a       394     0    16     1    19
 -2.5949982785486991E+00 a       395     0    16     1    20
  1.0299912150116866E+00 a       396     0    16     1    21
 -4.0802579424202099E+00 a       397     0    16     1    22
  7.3532712890877594E-01 a       398     0    16     1    23
 -4.8197483565972101E+00 a       399     0    16     1    24
  1.3742381050107889E+01 a       400     0    16     1    25
  8.4083618386515468E-01 a       401     0    17     1     1
 -4.9113905468422034E+00 a       402     0    17     1     2
  1.4283938446840632E+00 a       403     0    17     1     3
  1.6190019109646929E+00 a       404     0    17     1     4
 -2.6306020397716652E+00 a       405     0    17     1     5
 -8.5966165545198674E+00 a       406     0    17     1     6
 -2.7746672967359851E+00 a       407     0    17     1     7
  4.2547688695722838E+00 a       408     0    17     1     8
 -1.2440154711339486E+00 a       409     0    17     1     9
  7.0050189578894451E-01 a       410     0    17     1    10
 -1.7734221572169098E+00 a       411     0    17     1    11
  3.1668864031980082E+00 a       412     0    17     1    12
  6.7276165017537872E+00 a       413     0    17     1    13
  1.9432140198737748E+00 a       414     0    17     1    14
  1.1983176011483743E+00 a       415     0    17     1    15
  5.9703517516729931E+00 a       416     0    17     1    16
 -1.0417957046698545E+00 a       417     0    17     1    17
 -5.8370738935319404E-02 a       418     0    17     1    18
 -1.0662644016521938E+00 a       419     0    17     1    19
  1.1860137066185177E+00 a       420     0    17     1    20
  2.6550345795877397E+00 a       421     0    17     1    21
 -4.3554857068489561E-01 a       422     0    17     1    22
 -2.0711340730699974E+00 a       423     0    17     1    23
  3.0725713931707839E+00 a       424     0    17     1    24
  1.2648468313378645E+01 a       425     0    17     1    25
 -1.7933461564523590E+00 a       426     0    18     1     1
  2.5455255400446672E+00 a       427     0    18     1     2
 -4.3271419466967287E-01 a       428     0    18     1     3
 -6.8998143986339544E-01 a       429     0    18     1     4
  3.5550525707666032E+00 a       430     0    18     1     5
 -2.7823889284212506E+00 a       431     0    18     1     6
  2.2352542464968336E-01 a       432     0    18     1     7
  8.5710864694836408E-01 a       433     0    18     1     8
 -4.6008743481382980E-01 a       434     0    18     1     9
 -4.2944667360875055E+00 a       435     0    18     1    10
 -5.3310918273656749E-02 a       436     0    18     1    11
  2.9313624398404454E+00 a       437     0    18     1    12
  1.5343740294089543E+00 a       438     0    18     1    13
 -1.2631953435411105E+00 a       439     0    18     1    14
 -1.0397196424690749E+00 a       440     0    18     1    15
  1.1399252459112474E+00 a       441     0    18     1    16
 -4.4992335220235419E-01 a       442     0    18     1    17
  2.1734963656821007E+00 a       443     0    18     1    18
 -2.1942738116827041E+00 a       444     0    18     1    19
  1.8628481149185698E+00 a       445     0    18     1    20
 -2.1072679661339420E+00 a       446     0    18     1    21
 -1.9264659241757680E+00 a       447     0    18     1    22
 -1.2534255453991370E+00 a       448     0    18     1    23
 -8.3370195194393726E-01 a       449     0    18     1    24
  1.2058776629083543E+00 a       450     0    18     1    25
  7.3645331113888446E-01 a       451     0    19     1     1
 -4.8800693104061716E+00 a       452     0    19     1     2
  4.8816788454947879E-01 a       453     0    19     1     3
 -3.7412168689259861E-01 a       454     0    19     1     4
 -1.7776715004216004E+00 a       455     0    19     1     5
 -3.1650260084927093E+00 a       456     0    19     1     6
 -8.5100149260361835E-01 a       457     0    19     1     7
  3.1968025945000195E-01 a       458     0    19     1     8
  6.1424368199475552E+00 a       459     0    19     1     9
  4.5700345859443958E+00 a       460     0    19     1    10
  1.4276499956333475E+00 a       461     0    19     1    11
  2.4318524072720596E-01 a       462     0    19     1    12
  2.3629943382212309E-01 a       463     0    19     1    13
 -1.8771784380643481E+00 a       464     0    19     1    14
  3.5964655531277451E-01 a       465     0    19     1    15
 -3.3950649119241865E+00 a       466     0    19     1    16
 -5.3650932335302581E+00 a       467     0    19     1    17
 -1.0226868762557730E+00 a       468     0    19     1    18
 -8.8242107275087200E-01 a       469     0    19     1    19
 -7.9630706109541749E-01 a       470     0    19     1    20
  1.9937902573698027E-01 a       471     0    19     1    21
 -2.0182823120536093E+00 a       472     0    19     1    22
 -1.1387354864852460E-01 a       473     0    19     1    23
  3.5693734882105259E+00 a       474     0    19     1    24
 -6.6490927733109215E+00 a       475     0    19     1    25
  1.2054300755067695E+00 a       476     0    20     1     1
  1.1926047994188556E+00 a       477     0    20     1     2
 -2.7648647294291739E-01 a       478     0    20     1     3
  1.3782697787501944E-01 a       479     0    20     1     4
 -1.0912811606248454E+00 a       480     0    20     1     5
  2.4904175205398511E+00 a       481     0    20     1     6
  1.1281413313838282E+00 a       482     0    20     1     7
  1.0375175140155459E+00 a       483     0    20     1     8
 -7.1972050992798509E-01 a       484     0    20     1     9
  8.7852665902615468E-01 a       485     0    20     1    10
  4.5947777279218344E-01 a       486     0    20     1    11
 -7.6425869117346301E-01 a       487     0    20     1    12
  1.9559890760349248E+00 a       488     0    20     1    13
  4.1574293319479310E+00 a       489     0    20     1    14
  1.5916520874348464E-01 a       490     0    20     1    15
 -3.9342292796700618E-01 a       491     0    20     1    16
  2.7517390887492715E-01 a       492     0    20     1    17
 -1.2926731995190094E-01 a       493     0    20     1    18
 -2.2201104440762798E+00 a       494     0    20     1    19
  9.3802294397356778E-01 a       495     0    20     1    20
  4.5692813415306716E-01 a       496     0    20     1    21
  1.5863627185224405E-01 a       497     0    20     1    22
  9.7460038323531817E-01 a       498     0    20     1    23
 -9.6215279286855582E-01 a       499     0    20     1    24
 -1.4816983682761418E+00 a       500     0    20     1    25
 -3.2276225295346556E-01 a       501     0    21     1     1
 -2.7130329304260563E+00 a       502     0    21     1     2
 -4.1491075322068527E-02 a       503     0    21     1     3
  5.5324280279182902E-02 a       504     0    21     1     4
  4.9865675186156955E-01 a       505     0    21     1     5
  6.7462974594803449E-01 a       506     0    21     1     6
  3.1373078175421142E-02 a       507     0    21     1     7
  3.3192293274423251E-01 a       508     0    21     1     8
 -7.6830460224283428E-02 a       509     0    21     1     9
 -4.1325444482329882E-01 a       510     0    21     1    10
  6.5769408197133783E-01 a       511     0    21     1    11
  3.1548384495876736E-01 a       512     0    21     1    12
 -7.2670582337625256E-01 a       513     0    21     1    13
 -1.0489185270614600E+00 a       514     0    21     1    14
 -2.5973840672569487E-01 a       515     0    21     1    15
 -9.4542387108732473E-01 a       516     0    21     1    16
  6.8396833192535551E-03 a       517     0    21     1    17
 -1.1254625645505518E-02 a       518     0    21     1    18
  5.8849826418033713E-01 a       519     0    21     1    19
  3.1339842182646260E-01 a       520     0    21     1    20
 -6.1433264491379835E-01 a       521     0    21     1    21
  6.1485166533693547E-01 a       522     0    21     1    22
  3.3110416066586668E-01 a       523     0    21     1    23
 -7.5457627818542583E-01 a       524     0    21     1    24
 -8.5680737688306541E-01 a       525     0    21     1    25
  1.9856112261720774E-01 a       526     0    22     1     1
  4.5898562226360209E+00 a       527     0    22     1     2
  1.6849384378127766E-01 a       528     0    22     1     3
  9.0947680645063889E-01 a       529     0    22     1     4
  1.2885129054259306E+00 a       530     0    22     1     5
