################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.3176275085907583E+00 a       513     0    21     1    13
  7.3289070382178401E-01 a       514     0    21     1    14
 -1.1945407836356861E+00 a       515     0    21     1    15
 -1.6507405064245197E+00 a       516     0    21     1    16
  8.1634126784125649E-01 a       517     0    21     1    17
 -1.4433057074615454E+00 a       518     0    21     1    18
  1.4585773756519573E+00 a       519     0    21     1    19
  3.0372506834567354E+00 a       520     0    21     1    20
  2.1736242530439061E+00 a       521     0    21     1    21
  2.0406253860860946E+00 a       522     0    21     1    22
 -4.7001194014577440E-02 a       523     0    21     1    23
  1.0390318701117199E-01 a       524     0    21     1    24
  8.7452028973947982E-01 a       525     0    21     1    25
 -7.0714431459309346E-01 a       526     0    22     1     1
 -8.2218423033982177E-02 a       527     0    22     1     2
  1.7089814833381112E+00 a       528     0    22     1     3
 -7.3432597593426041E-01 a       529     0    22     1     4
 -1.6452309643540712E+00 a       530     0    22     1     5
  1.1001736552135093E+00 a       531     0    22     1     6
 -1.0711766200974022E+00 a       532     0    22     1     7
  1.9926725762538662E+00 a       533     0    22     1     8
  1.3694608157393025E+00 a       534     0    22     1     9
 -4.3048530509786964E-02 a       535     0    22     1    10
  1.4770603351129039E-01 a       536     0    22     1    11
 -1.4755261929254275E+00 a       537     0    22     1    12
 -1.4716600891045610E+00 a       538     0    22     1    13
 -1.5802710143654419E+00 a       539     0    22     1    14
  3.4258757249837588E+00 a       540     0    22     1    15
 -9.6746513393408773E-01 a       541     0    22     1    16
 -5.5182110298738007E-01 a       542     0    22     1    17
 -2.7325438068328722E-01 a       543     0    22     1    18
  1.5021287337747600E+00 a       544     0    22     1    19
  1.6614622620859139E+00 a       545     0    22     1    20
  8.8222410894624470E-01 a       546     0    22     1    21
 -7.0070226343096365E-01 a       547     0    22     1    22
 -2.8829390708971531E-01 a       548     0    22     1    23
 -1.8585274054586820E+00 a       549     0    22     1    24
  7.7024410633179996E-01 a       550     0    22     1    25
 -5.5246265041350340E-01 a       551     0    23     1     1
 -1.7803317150452129E+00 a       552     0    23     1     2
 -2.2753438507404442E+00 a       553     0    23     1     3
  1.6654012691182578E+00 a       554     0    23     1     4
 -7.9657347470186379E-01 a       555     0    23     1     5
  8.3960548765249743E-01 a       556     0    23     1     6
  6.9472630882816577E-02 a       557     0    23     1     7
 -7.2920498487367069E-01 a       558     0    23     1     8
  7.8412825286537056E-03 a       559     0    23     1     9
 -2.8628562485487181E-02 a       560     0    23     1    10
  2.4563055268329092E-02 a       561     0    23     1    11
  7.6579148813562448E-01 a       562     0    23     1    12
  3.6463079939530924E-01 a       563     0    23     1    13
 -2.4800875385638840E-01 a       564     0    23     1    14
 -4.1978394975225747E-01 a       565     0    23     1    15
  1.1423392112865902E+00 a       566     0    23     1    16
 -1.2984337029895685E+00 a       567     0    23     1    17
 -5.6930090514615295E-01 a       568     0    23     1    18
  4.5823035288021348E-02 a       569     0    23     1    19
 -2.2814344874234469E+00 a       570     0    23     1    20
 -7.9431397704401597E-03 a       571     0    23     1    21
 -5.3375653566247461E-01 a       572     0    23     1    22
  8.8290006038663404E-01 a       573     0    23     1    23
  3.4611026729963784E-01 a       574     0    23     1    24
 -2.5709001329816861E-01 a       575     0    23     1    25
  1.6200854576642474E-02 a       576     0    24     1     1
  1.2878001257873928E+00 a       577     0    24     1     2
 -8.6360918364857153E-01 a       578     0    24     1     3
  8.7610139916680108E-01 a       579     0    24     1     4
  1.5393269602205839E+00 a       580     0    24     1     5
 -1.8545381119702058E+00 a       581     0    24     1     6
  2.0589370254810510E-01 a       582     0    24     1     7
  2.7023789029750004E-02 a       583     0    24     1     8
 -6.8658117003112906E-01 a       584     0    24     1     9
 -7.8341922872894776E-01 a       585     0    24     1    10
 -2.8253209856101719E-01 a       586     0    24     1    11
 -1.4461784617246289E+00 a       587     0    24     1    12
  1.2777725467456214E+00 a       588     0    24     1    13
  1.0295620107285472E+00 a       589     0    24     1    14
 -1.0231672696031540E+00 a       590     0    24     1    15
 -8.2036293356278001E-01 a       591     0    24     1    16
  8.0164409509518295E-02 a       592     0    24     1    17
 -3.8553317723602660E+00 a       593     0    24     1    18
 -3.0036994316021284E+00 a       594     0    24     1    19
 -4.6275294777869530E-01 a       595     0    24     1    20
 -9.0931443500840670E-01 a       596     0    24     1    21
  5.5846946782657103E-01 a       597     0    24     1    22
 -1.4911767182798357E+00 a       598     0    24     1    23
  1.4592508067298244E+00 a       599     0    24     1    24
  6.0691049126987284E-01 a       600     0    24     1    25
  2.5811966829173494E-01 a       601     0    25     1     1
 -2.8916164128624527E-01 a       602     0    25     1     2
 -1.6209834923740822E+00 a       603     0    25     1     3
  1.0830225874722572E+00 a       604     0    25     1     4
  1.3367734858596469E+00 a       605     0    25     1     5
 -5.5409037366069624E-01 a       606     0    25     1     6
  8.1814728533324466E-01 a       607     0    25     1     7
 -8.5418679318570490E-01 a       608     0    25     1     8
 -8.8506360718372701E-01 a       609     0    25     1     9
  1.1113652195717661E-02 a       610     0    25     1    10
 -1.8792313037314373E-01 a       611     0    25     1    11
  1.0733801889564680E+00 a       612     0    25     1    12
  7.6470626950084042E-01 a       613     0    25     1    13
  7.3318102661703177E-01 a       614     0    25     1    14
 -2.6108248570953885E+00 a       615     0    25     1    15
  4.9731999275179656E-02 a       616     0    25     1    16
 -3.1033755199179081E-01 a       617     0    25     1    17
  1.1589861187522557E+00 a       618     0    25     1    18
 -9.1336695725884054E-01 a       619     0    25     1    19
 -9.6826298653037235E-01 a       620     0    25     1    20
 -1.3749805715371350E+00 a       621     0    25     1    21
  8.5982497854768081E-01 a       622     0    25     1    22
  1.0458633588010233E+00 a       623     0    25     1    23
  1.3118258817478743E+00 a       624     0    25     1    24
 -3.0537450077100549E-02 a       625     0    25     1    25
 -6.4461920613396615E-04 a       626     0    26     1     1
 -1.3016627215842287E+00 a       627     0    26     1     2
  1.6669577360120091E+00 a       628     0    26     1     3
 -1.0560467073159170E+00 a       629     0    26     1     4
 -1.2227139808293472E+00 a       630     0    26     1     5
  8.2850265274400980E-01 a       631     0    26     1     6
 -1.4084353933374874E-01 a       632     0    26     1     7
 -3.8379703061549081E-01 a       633     0    26     1     8
  4.2023904027948145E-01 a       634     0    26     1     9
  5.2514000483864220E-01 a       635     0    26     1    10
  4.4566895880845353E-01 a       636     0    26     1    11
  7.6219209968173940E-01 a       637     0    26     1    12
 -7.2542917662520767E-01 a       638     0    26     1    13
 -7.1666253009321301E-01 a       639     0    26     1    14
  1.0549593769343466E+00 a       640     0    26     1    15
  1.9685918106570588E+00 a       641     0    26     1    16
 -7.2873406135735441E-01 a       642     0    26     1    17
  2.4500083340973995E+00 a       643     0    26     1    18
  1.4187500957683592E+00 a       644     0    26     1    19
  4.2063264825857816E-01 a       645     0    26     1    20
  9.6960196829574385E-01 a       646     0    26     1    21
 -4.6683736832268735E-01 a       647     0    26     1    22
  2.2964043586164096E-01 a       648     0    26     1    23
 -8.8444777189668711E-01 a       649     0    26     1    24
 -4.5299356054885120E-01 a       650     0    26     1    25
  2.5428800809477972E+00 a       651     0    27     1     1
  8.0988478413788076E+00 a       652     0    27     1     2
  4.7704111843832075E+00 a       653     0    27     1     3
 -1.7318607561690548E+01 a       654     0    27     1     4
 -5.9630046630673030E+00 a       655     0    27     1     5
  7.7280632738108066E+00 a       656     0    27     1     6
  4.7540335185489546E+00 a       657     0    27     1     7
  5.6037933988856237E+00 a       658     0    27     1     8
 -1.7266778668174874E+00 a       659     0    27     1     9
  4.1875177941411339E+00 a       660     0    27     1    10
 -2.6223372429520486E+00 a       661     0    27     1    11
  8.8320192753229598E+00 a       662     0    27     1    12
 -5.1038223301056052E+00 a       663     0    27     1    13
 -1.7370803492363511E+00 a       664     0    27     1    14
  2.9692715517640278E+00 a       665     0    27     1    15
  3.0895739554121988E+00 a       666     0    27     1    16
 -2.5453702701935916E+00 a       667     0    27     1    17
  1.6266524663324141E+01 a       668     0    27     1    18
 -1.9980740872295165E+01 a       669     0    27     1    19
  8.5240978598629340E+00 a       670     0    27     1    20
  6.0994895361379831E-01 a       671     0    27     1    21
 -2.9499332125042230E-02 a       672     0    27     1    22
  2.6021786362447918E+00 a       673     0    27     1    23
  9.7854188506589992E+00 a       674     0    27     1    24
 -9.4299557267922030E+00 a       675     0    27     1    25
  1.0039908267010074E+00 a       676     0    28     1     1
 -5.8442305676571948E-01 a       677     0    28     1     2
  1.6004600287105223E+01 a       678     0    28     1     3
 -1.1775151902391126E+01 a       679     0    28     1     4
 -1.6408622846797110E+00 a       680     0    28     1     5
  1.7177850868495995E+01 a       681     0    28     1     6
  7.4774812437430001E+00 a       682     0    28     1     7
 -8.4335693235164104E+00 a       683     0    28     1     8
  7.6553576155324965E+00 a       684     0    28     1     9
  6.1778990305948756E-01 a       685     0    28     1    10
  3.4121114579048522E+00 a       686     0    28     1    11
  6.2678843178311601E+00 a       687     0    28     1    12
  2.9325429172076074E+00 a       688     0    28     1    13
 -7.0166283240480221E+00 a       689     0    28     1    14
  9.0974342683933429E+00 a       690     0    28     1    15
 -4.9096380883065818E+00 a       691     0    28     1    16
  1.3034303912133685E+00 a       692     0    28     1    17
 -1.3377143675589722E+00 a       693     0    28     1    18
  1.6845229798739737E+01 a       694     0    28     1    19
 -2.4810397186867768E+00 a       695     0    28     1    20
  1.0289014913152737E+01 a       696     0    28     1    21
  3.0388893862225141E+00 a       697     0    28     1    22
  6.6983035211032798E+00 a       698     0    28     1    23
 -8.2493371113028395E+00 a       699     0    28     1    24
 -4.8207348535641337E-01 a       700     0    28     1    25
  8.8805576626204336E-02 a       701     0    29     1     1
 -6.2543305446440431E+00 a       702     0    29     1     2
 -2.7280708834509402E+00 a       703     0    29     1     3
  9.3061364817085579E+00 a       704     0    29     1     4
  1.5728640990709444E+00 a       705     0    29     1     5
 -1.3801569393607243E+01 a       706     0    29     1     6
  3.2347520820819341E-02 a       707     0    29     1     7
 -7.0141972488112270E+00 a       708     0    29     1     8
 -7.6194919825599083E-01 a       709     0    29     1     9
 -3.0397273928061042E+00 a       710     0    29     1    10
 -2.4735365066149237E-01 a       711     0    29     1    11
 -7.9359533504863764E+00 a       712     0    29     1    12
  3.4310181677123945E+00 a       713     0    29     1    13
 -6.4918377995969068E-01 a       714     0    29     1    14
 -3.3305285511980669E+00 a       715     0    29     1    15
  4.1490803908236673E+00 a       716     0    29     1    16
  2.4306801963425659E+00 a       717     0    29     1    17
 -9.6112431116340158E+00 a       718     0    29     1    18
  8.6321757121965081E+00 a       719     0    29     1    19
 -4.3496406832830452E+00 a       720     0    29     1    20
 -1.3093607709520396E+00 a       721     0    29     1    21
 -3.2394433183036608E+00 a       722     0    29     1    22
 -5.0822188555735623E+00 a       723     0    29     1    23
 -3.9542146071013216E+00 a       724     0    29     1    24
  3.4305327916101008E-01 a       725     0    29     1    25
 -2.5108441667323322E-01 a       726     0    30     1     1
  8.1112873153868936E-01 a       727     0    30     1     2
 -4.1937705327304906E+00 a       728     0    30     1     3
  2.3456394931266673E+00 a       729     0    30     1     4
  5.9773396985464833E-01 a       730     0    30     1     5
 -3.3468973987405659E-01 a       731     0    30     1     6
 -7.0422746382550256E+00 a       732     0    30     1     7
  3.6935194491860179E+00 a       733     0    30     1     8
 -8.3913723483413183E-01 a       734     0    30     1     9
  1.8273753504479395E+00 a       735     0    30     1    10
 -3.5323233037214141E-01 a       736     0    30     1    11
  2.4223117563566663E+00 a       737     0    30     1    12
 -1.7969613127038260E+00 a       738     0    30     1    13
  4.0039318377399260E+00 a       739     0    30     1    14
 -3.2283103470685961E+00 a       740     0    30     1    15
  2.6318612767463074E+00 a       741     0    30     1    16
 -5.3527384621405960E-01 a       742     0    30     1    17
  2.1041203368407664E+00 a       743     0    30     1    18
 -7.4460712783677838E+00 a       744     0    30     1    19
  3.7429741537101044E+00 a       745     0    30     1    20
 -1.4526251919198472E+00 a       746     0    30     1    21
  2.0232888078547915E+00 a       747     0    30     1    22
  4.5203228192694089E-01 a       748     0    30     1    23
  4.3445479191547109E+00 a       749     0    30     1    24
  9.9919726422334110E-01 a       750     0    30     1    25
 -1.3257151293441654E+00 b       751     1     1
  1.9574183793253827E-01 b       752     1     2
 -8.9694642792683543E-01 b       753     1     3
  1.0547778766300981E+00 b       754     1     4
 -9.9181620082200084E-01 b       755     1     5
 -6.0284435094652338E+00 b       756     1     6
  7.6205655225017810E-01 b       757     1     7
 -1.7943125292504036E+00 b       758     1     8
  2.5518853134155872E+00 b       759     1     9
  1.7684859452139094E+00 b       760     1    10
  1.5887390040563948E-01 b       761     1    11
  1.3383664654570973E+00 b       762     1    12
 -1.4497758956961764E+00 b       763     1    13
  7.7331706147597290E-01 b       764     1    14
 -3.6272611335425330E-02 b       765     1    15
 -3.9294478726157184E-01 b       766     1    16
  9.8811923241339183E-01 b       767     1    17
 -2.4462923168328814E+00 b       768     1    18
  1.8016092005694229E+00 b       769     1    19
  7.1013160234256534E-01 b       770     1    20
 -1.1007283468599156E+00 b       771     1    21
  1.7207594712265224E+00 b       772     1    22
 -2.4343742642344894E+00 b       773     1    23
 -5.6291349739401342E-01 b       774     1    24
  1.9499953536427441E+00 b       775     1    25
  1.2700071054570550E+00 a       776     1     1     2     1
 -5.6482184834246789E+00 a       777     1     1     2     2
  1.1486547508345097E+00 a       778     1     1     2     3
 -6.6283936400066716E+00 a       779     1     1     2     4
 -2.7907093273353305E+00 a       780     1     1     2     5
 -3.7400443732535047E+00 a       781     1     1     2     6
 -2.4255231073530790E+00 a       782     1     1     2     7
 -1.9448689429954429E+00 a       783     1     1     2     8
  6.6771844527332522E-02 a       784     1     1     2     9
  1.0323924777049669E-01 a       785     1     1     2    10
  4.5624056705970301E-01 a       786     1     1     2    11
 -9.0865140121109045E-01 a       787     1     1     2    12
  1.8136356402361913E+00 a       788     1     1     2    13
 -1.9212444605641303E+00 a       789     1     1     2    14
 -4.6737461393601643E-01 a       790     1     1     2    15
  1.9251540868120467E+00 a       791     1     1     2    16
 -9.5633351334588468E-01 a       792     1     1     2    17
  8.4377053336918750E-01 a       793     1     1     2    18
 -5.7689190859665962E-01 a       794     1     1     2    19
  1.5284399760853903E-01 a       795     1     1     2    20
 -3.6582468712291882E-01 a       796     1     1     2    21
 -1.7014973459855098E+00 a       797     1     1     2    22
  2.4783907467858115E+00 a       798     1     1     2    23
 -1.3928219299652529E+00 a       799     1     1     2    24
  7.6438093433249435E-02 a       800     1     1     2    25
 -1.2432129803476093E+00 a       801     1     2     2     1
  6.6618113018412739E-01 a       802     1     2     2     2
  1.6350923707540193E+00 a       803     1     2     2     3
 -3.0576018868711541E-01 a       804     1     2     2     4
  4.0215650148512316E-01 a       805     1     2     2     5
  1.1530834511227244E+00 a       806     1     2     2     6
 -1.9863251271339695E+00 a       807     1     2     2     7
 -7.4925365630131768E-01 a       808     1     2     2     8
 -4.7560738317025569E-01 a       809     1     2     2     9
  7.7722214609586204E-01 a       810     1     2     2    10
 -3.8740540802749773E-01 a       811     1     2     2    11
  1.0557030139403254E+00 a       812     1     2     2    12
  1.2621315514952256E+00 a       813     1     2     2    13
 -5.4577101462286814E-01 a       814     1     2     2    14
 -2.4985240602895358E+00 a       815     1     2     2    15
 -3.5094510158693942E-02 a       816     1     2     2    16
 -1.0537593187275047E+00 a       817     1     2     2    17
  1.9042250112431578E+00 a       818     1     2     2    18
  9.3892589207151400E-01 a       819     1     2     2    19
 -1.1444147858377081E-01 a       820     1     2     2    20
 -1.0476780199184632E+00 a       821     1     2     2    21
 -5.0736592835539485E-01 a       822     1     2     2    22
  6.0066509090651732E-01 a       823     1     2     2    23
  1.6225126705074762E+00 a       824     1     2     2    24
 -1.9516233149553144E+00 a       825     1     2     2    25
  1.8710204774423778E-01 a       826     1     3     2     1
  6.1084375608644281E-01 a       827     1     3     2     2
  1.0190770013397472E+00 a       828     1     3     2     3
  7.9380687703115871E-01 a       829     1     3     2     4
 -3.1553420247033021E-01 a       830     1     3     2     5
  8.5819539075759155E-01 a       831     1     3     2     6
 -9.8810348410387083E-01 a       832     1     3     2     7
  8.1367987260844465E-01 a       833     1     3     2     8
 -3.5072891362905984E-01 a       834     1     3     2     9
 -8.6651540993414755E-01 a       835     1     3     2    10
 -3.3704971838334724E-01 a       836     1     3     2    11
  1.8098605733513112E-01 a       837     1     3     2    12
  8.3535875555375105E-01 a       838     1     3     2    13
  9.0782635806190826E-01 a       839     1     3     2    14
  1.1673176478285989E+00 a       840     1     3     2    15
 -1.8747878385572208E+00 a       841     1     3     2    16
  1.3307900826497798E-01 a       842     1     3     2    17
  7.8841013075249433E-01 a       843     1     3     2    18
  2.7706740679129904E-01 a       844     1     3     2    19
 -1.4033795386574022E-01 a       845     1     3     2    20
 -9.1233685138836096E-01 a       846     1     3     2    21
 -5.2327212329578909E-01 a       847     1     3     2    22
 -1.6092375584638881E+00 a       848     1     3     2    23
 -2.6611239400513548E-01 a       849     1     3     2    24
 -6.3157846955530872E-01 a       850     1     3     2    25
  6.1836831392143055E-01 a       851     1     4     2     1
  8.7156972282841205E-01 a       852     1     4     2     2
 -1.0835363531256557E+00 a       853     1     4     2     3
  1.7949612957578420E+00 a       854     1     4     2     4
  2.4257332627853290E-01 a       855     1     4     2     5
  2.8925733661758861E+00 a       856     1     4     2     6
 -5.5919219544520549E-01 a       857     1     4     2     7
  4.0043055581953718E-01 a       858     1     4     2     8
 -8.4703797744146492E-02 a       859     1     4     2     9
 -5.9332747176434740E-02 a       860     1     4     2    10
 -1.3395954867807947E+00 a       861     1     4     2    11
  5.7967361934403161E-02 a       862     1     4     2    12
  8.0049661336101807E-02 a       863     1     4     2    13
  1.3926432777757161E+00 a       864     1     4     2    14
 -8.6320759961870408E-01 a       865     1     4     2    15
  1.7636801970986185E-01 a       866     1     4     2    16
  1.5152010551312232E+00 a       867     1     4     2    17
  1.3213155861184649E+00 a       868     1     4     2    18
  3.2440409691136805E-03 a       869     1     4     2    19
  9.4395161661172822E-01 a       870     1     4     2    20
 -7.2675570883504084E-02 a       871     1     4     2    21
 -6.1581190107164036E-03 a       872     1     4     2    22
  1.7984465899555166E-01 a       873     1     4     2    23
 -8.7323796922220387E-01 a       874     1     4     2    24
  2.3128209469074386E+00 a       875     1     4     2    25
  5.0068498104956483E-01 a       876     1     5     2     1
  6.6744304303837221E-01 a       877     1     5     2     2
 -1.6571724399583809E+00 a       878     1     5     2     3
  4.4359961382637083E+00 a       879     1     5     2     4
  2.0301742777528911E+00 a       880     1     5     2     5
 -7.8282308088095143E-01 a       881     1     5     2     6
  1.8046170366696752E+00 a       882     1     5     2     7
 -2.1461225154639489E+00 a       883     1     5     2     8
  1.0846196594374551E+00 a       884     1     5     2     9
  8.1005739629311901E-01 a       885     1     5     2    10
 -6.9747706973382129E-01 a       886     1     5     2    11
 -2.8834082940420651E+00 a       887     1     5     2    12
 -5.5615583448260608E-01 a       888     1     5     2    13
 -1.8438193377905676E-01 a       889     1     5     2    14
 -6.0945046395912128E-01 a       890     1     5     2    15
 -7.1658855206063699E-01 a       891     1     5     2    16
 -1.2362284557445413E-01 a       892     1     5     2    17
  3.5117952090793776E+00 a       893     1     5     2    18
  1.2199909504553563E+00 a       894     1     5     2    19
  2.7026655245518599E-01 a       895     1     5     2    20
 -8.4816311342662032E-01 a       896     1     5     2    21
  1.0188198308891758E+00 a       897     1     5     2    22
  2.3535458214339373E+00 a       898     1     5     2    23
 -4.3398892579166776E-01 a       899     1     5     2    24
  1.5175578334834272E+00 a       900     1     5     2    25
 -8.9681241873479611E-01 a       901     1     6     2     1
 -1.4105909561174301E+00 a       902     1     6     2     2
  1.0986202794594042E+00 a       903     1     6     2     3
  4.5470629044614856E+00 a       904     1     6     2     4
  1.0946246257270218E+00 a       905     1     6     2     5
 -2.1346962498997759E+00 a       906     1     6     2     6
 -6.3507990626411255E+00 a       907     1     6     2     7
 -5.4022811328884646E-01 a       908     1     6     2     8
  6.4400086012567137E-01 a       909     1     6     2     9
 -7.0102319851095913E+00 a       910     1     6     2    10
  4.2823471865313234E+00 a       911     1     6     2    11
 -2.7809236570145761E+00 a       912     1     6     2    12
  3.6578456215610017E-01 a       913     1     6     2    13
 -1.1344611901732429E+00 a       914     1     6     2    14
 -2.4733611490744072E+00 a       915     1     6     2    15
 -4.4079482662400721E-01 a       916     1     6     2    16
 -1.5737500924396557E+00 a       917     1     6     2    17
 -1.9589252153234094E-01 a       918     1     6     2    18
  1.2107701851211328E+00 a       919     1     6     2    19
 -1.8003507282474966E+00 a       920     1     6     2    20
 -2.5139483823818848E-01 a       921     1     6     2    21
  2.9857549240227481E+00 a       922     1     6     2    22
  1.1009607915475395E+00 a       923     1     6     2    23
  5.4400216025351456E-01 a       924     1     6     2    24
 -1.7248999365905422E+00 a       925     1     6     2    25
 -9.2724121796368275E-01 a       926     1     7     2     1
  6.8376465406980269E-01 a       927     1     7     2     2
  1.0852968422342109E+00 a       928     1     7     2     3
 -1.4558896933370251E+00 a       929     1     7     2     4
  1.2104051822592220E-01 a       930     1     7     2     5
 -2.4352943929084572E-01 a       931     1     7     2     6
 -1.7940049678687955E+00 a       932     1     7     2     7
 -3.8042962572594996E-01 a       933     1     7     2     8
 -9.6867860590354227E-01 a       934     1     7     2     9
 -6.0407027297837113E-01 a       935     1     7     2    10
  3.8249427091358457E-01 a       936     1     7     2    11
 -3.0426156865970855E-01 a       937     1     7     2    12
  9.6260424343318762E-01 a       938     1     7     2    13
 -3.2952061183120535E-01 a       939     1     7     2    14
  1.5851593283405085E-01 a       940     1     7     2    15
  3.8499598268740223E+00 a       941     1     7     2    16
  8.5558285106531184E-01 a       942     1     7     2    17
 -1.3295688447784284E+00 a       943     1     7     2    18
 -1.4022494523506153E+00 a       944     1     7     2    19
  6.2113352012758949E-01 a       945     1     7     2    20
 -1.0052535846121797E+00 a       946     1     7     2    21
 -8.7291577556362498E-01 a       947     1     7     2    22
 -5.2078619354132560E-01 a       948     1     7     2    23
 -8.2420440592051525E-01 a       949     1     7     2    24
 -9.0746553487653958E-01 a       950     1     7     2    25
  6.1810281700452230E-01 a       951     1     8     2     1
 -1.4614611858538136E+00 a       952     1     8     2     2
 -9.6028195184525522E-01 a       953     1     8     2     3
 -2.4220395065537677E+00 a       954     1     8     2     4
 -1.3526073197956616E+00 a       955     1     8     2     5
  7.5485365186339126E-01 a       956     1     8     2     6
 -2.6558517432932316E-01 a       957     1     8     2     7
 -1.0817218836847671E+00 a       958     1     8     2     8
  7.4313478695576429E-01 a       959     1     8     2     9
  3.4928592135494874E-02 a       960     1     8     2    10
 -2.3850957737090941E-01 a       961     1     8     2    11
  8.2104246747186505E-01 a       962     1     8     2    12
  5.7381044654029566E-02 a       963     1     8     2    13
  9.3150512566467747E-01 a       964     1     8     2    14
 -8.6316230945163919E-01 a       965     1     8     2    15
 -9.1689933472058316E-01 a       966     1     8     2    16
 -1.3944628139439422E-01 a       967     1     8     2    17
  4.1441983235784668E-01 a       968     1     8     2    18
  9.5401049481335398E-01 a       969     1     8     2    19
 -4.5643230543805882E-02 a       970     1     8     2    20
 -6.4466038706936757E-01 a       971     1     8     2    21
 -9.1195432254275022E-01 a       972     1     8     2    22
 -8.2955342473234206E-01 a       973     1     8     2    23
 -3.6135313155602733E-01 a       974     1     8     2    24
  9.5990422295948452E-01 a       975     1     8     2    25
 -1.1751445576382027E+00 a       976     1     9     2     1
  2.8345506648421965E+00 a       977     1     9     2     2
 -1.0697457449699876E+00 a       978     1     9     2     3
  2.4998503281317636E-01 a       979     1     9     2     4
  1.8809868504772038E+00 a       980     1     9     2     5
  1.1418992004672437E+00 a       981     1     9     2     6
 -5.6125995901770953E-01 a       982     1     9     2     7
  3.0623070143487658E-02 a       983     1     9     2     8
  5.0057325605114444E-01 a       984     1     9     2     9
  7.4438880402675156E-01 a       985     1     9     2    10
 -5.5935330306046394E-01 a       986     1     9     2    11
 -1.6649003009769561E-01 a       987     1     9     2    12
 -9.8914245825961589E-01 a       988     1     9     2    13
 -1.6257742242926365E+00 a       989     1     9     2    14
 -2.0608157624958845E-01 a       990     1     9     2    15
 -7.5680995275464258E-01 a       991     1     9     2    16
  3.1636373490885256E-01 a       992     1     9     2    17
  4.0225409027238113E-01 a       993     1     9     2    18
 -1.1684443331956944E+00 a       994     1     9     2    19
 -1.8130244067486034E-01 a       995     1     9     2    20
  1.7551273838617620E+00 a       996     1     9     2    21
  1.1976222105124208E+00 a       997     1     9     2    22
  4.2250506079593348E+00 a       998     1     9     2    23
  9.8216711285704927E-01 a       999     1     9     2    24
  1.8788593161480285E+00 a      1000     1     9     2    25
  9.2413121741614723E-01 a      1001     1    10     2     1
 -2.7213476302500061E-01 a      1002     1    10     2     2
 -6.1545479270838654E-01 a      1003     1    10     2     3
 -2.0570917217832654E+00 a      1004     1    10     2     4
 -2.2748208555338190E+00 a      1005     1    10     2     5
  7.0165500137904446E-01 a      1006     1    10     2     6
 -1.7550439211903862E-01 a      1007     1    10     2     7
 -1.8627324087859545E-01 a      1008     1    10     2     8
 -6.4675656420886007E-01 a      1009     1    10     2     9
  7.0081881457541254E-02 a      1010     1    10     2    10
 -2.7171878084653089E+00 a      1011     1    10     2    11
 -5.9928421538992603E-02 a      1012     1    10     2    12
 -1.2836156622289094E-01 a      1013     1    10     2    13
 -5.5190559604768363E-01 a      1014     1    10     2    14
  1.2878695065000398E+00 a      1015     1    10     2    15
 -7.2127639126537135E-01 a      1016     1    10     2    16
  8.2298228937751061E-01 a      1017     1    10     2    17
  7.7952019724167132E-01 a      1018     1    10     2    18
 -1.8997112850937267E-01 a      1019     1    10     2    19
  1.1319323540223187E+00 a      1020     1    10     2    20
  1.0852067379972270E+00 a      1021     1    10     2    21
 -1.1940315047594534E+00 a      1022     1    10     2    22
  6.4228903012878300E+00 a      1023     1    10     2    23
 -1.2565432164380841E+00 a      1024     1    10     2    24
 -2.7928955146830470E+00 a      1025     1    10     2    25
 -2.0591408594740006E-02 a      1026     1    11     2     1
 -1.3239368948671717E+00 a      1027     1    11     2     2
 -1.3029498835532223E+00 a      1028     1    11     2     3
  3.1092707016247649E+00 a      1029     1    11     2     4
 -7.5431956966674218E-01 a      1030     1    11     2     5
 -1.1372869147109324E+00 a      1031     1    11     2     6
 -3.3263326396531490E-01 a      1032     1    11     2     7
 -8.2903292521363048E-01 a      1033     1    11     2     8
 -7.6464154183856048E-01 a      1034     1    11     2     9
  2.4613011553594868E+00 a      1035     1    11     2    10
  6.0193903457309672E-01 a      1036     1    11     2    11
  1.2109363738184247E+00 a      1037     1    11     2    12
 -7.2778498555484128E-01 a      1038     1    11     2    13
 -4.6089724409479615E-01 a      1039     1    11     2    14
 -2.3233080727502338E+00 a      1040     1    11     2    15
 -2.4907608479935957E+00 a      1041     1    11     2    16
 -7.0853052422066385E-03 a      1042     1    11     2    17
 -1.6527464521953843E+00 a      1043     1    11     2    18
 -2.2453792736862916E+00 a      1044     1    11     2    19
 -1.3641003071040823E+00 a      1045     1    11     2    20
 -5.2493665537663414E-01 a      1046     1    11     2    21
 -1.7582784065193535E-01 a      1047     1    11     2    22
  2.8325915187459549E+00 a      1048     1    11     2    23
 -6.0305613599372332E-01 a      1049     1    11     2    24
  1.2137636692456042E+00 a      1050     1    11     2    25
  3.0504883906319935E-01 a      1051     1    12     2     1
  2.2830466944754088E-01 a      1052     1    12     2     2
  8.9223884631681949E-01 a      1053     1    12     2     3
