################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -5.4981784430413718E+00 a        45     0     2     1    20
 -5.2801276607207292E+01 a        46     0     2     1    21
  9.5481245871734600E+01 a        47     0     2     1    22
  3.7581783880946773E+01 a        48     0     2     1    23
 -6.8755236608334114E+00 a        49     0     2     1    24
 -5.1407086948955154E+01 a        50     0     2     1    25
 -1.4631363982696271E+01 a        51     0     3     1     1
  3.2057441191181574E+01 a        52     0     3     1     2
 -7.2253879956004878E+00 a        53     0     3     1     3
 -5.5598742758260249E+00 a        54     0     3     1     4
 -1.9967378574267936E+01 a        55     0     3     1     5
 -8.6107123235787029E+01 a        56     0     3     1     6
  5.7687282957668280E+01 a        57     0     3     1     7
 -5.4331000035068264E+01 a        58     0     3     1     8
  1.1016962591162952E+02 a        59     0     3     1     9
 -1.0487235450613589E+01 a        60     0     3     1    10
  7.3740180498717038E+01 a        61     0     3     1    11
 -2.9791246399523228E+00 a        62     0     3     1    12
 -3.7499739695796546E+00 a        63     0     3     1    13
  6.6945230217097446E+01 a        64     0     3     1    14
  1.9644405652863579E+01 a        65     0     3     1    15
 -2.1054427313158882E+01 a        66     0     3     1    16
  1.5012729884911099E+02 a        67     0     3     1    17
  3.8229504616568747E+01 a        68     0     3     1    18
  4.6270026821569736E+01 a        69     0     3     1    19
  9.5952911551012576E+01 a        70     0     3     1    20
  1.0130108073163230E+02 a        71     0     3     1    21
  1.1074403417797149E+02 a        72     0     3     1    22
  2.1819150303828035E+01 a        73     0     3     1    23
  1.6863561333097714E+01 a        74     0     3     1    24
 -4.6260975631188579E+01 a        75     0     3     1    25
 -5.7008254895075572E+00 a        76     0     4     1     1
 -3.3256812195394311E+01 a        77     0     4     1     2
 -1.8565972361814094E+01 a        78     0     4     1     3
  3.3208730936068571E+00 a        79     0     4     1     4
 -1.0249357962091661E+02 a        80     0     4     1     5
 -3.9940211208162815E+01 a        81     0     4     1     6
 -1.5428947311069640E+01 a        82     0     4     1     7
  8.2628113037099396E+01 a        83     0     4     1     8
  5.7343890133657538E+01 a        84     0     4     1     9
 -1.9948830762355427E+00 a        85     0     4     1    10
  1.2109015782122093E+01 a        86     0     4     1    11
  4.7097945742518952E+01 a        87     0     4     1    12
  1.8639903659683121E+01 a        88     0     4     1    13
 -2.0275926355641305E+00 a        89     0     4     1    14
 -3.2377704534944534E+00 a        90     0     4     1    15
  1.8461676974129290E+01 a        91     0     4     1    16
 -3.1525572692195163E+00 a        92     0     4     1    17
  1.4352045713015800E+01 a        93     0     4     1    18
 -1.4431931064110930E+01 a        94     0     4     1    19
  4.9009332207749146E+01 a        95     0     4     1    20
 -1.3378721158680410E+01 a        96     0     4     1    21
 -2.4105149541382080E+01 a        97     0     4     1    22
  7.3546790448226558E+00 a        98     0     4     1    23
 -7.6185260397610506E+01 a        99     0     4     1    24
 -5.8531957438964383E+01 a       100     0     4     1    25
 -4.5369709740130702E+01 a       101     0     5     1     1
 -1.0751455501581964E+02 a       102     0     5     1     2
  1.6757727452176781E+01 a       103     0     5     1     3
  6.4692676631176997E+00 a       104     0     5     1     4
  3.7091321105672719E+01 a       105     0     5     1     5
  3.8619830750522446E+01 a       106     0     5     1     6
  2.2054908082762802E+02 a       107     0     5     1     7
 -9.9499054262178902E+01 a       108     0     5     1     8
  5.6054502892002418E+01 a       109     0     5     1     9
  6.2844580784908374E+01 a       110     0     5     1    10
  3.6737452772962264E+01 a       111     0     5     1    11
 -7.8399115630761040E-01 a       112     0     5     1    12
  5.1427798275419413E+01 a       113     0     5     1    13
 -6.1999529669645824E+01 a       114     0     5     1    14
 -1.5823468654030416E+01 a       115     0     5     1    15
  8.9901470084616930E-01 a       116     0     5     1    16
 -7.0935282647838875E+01 a       117     0     5     1    17
 -9.8036018189470269E+01 a       118     0     5     1    18
 -2.4533186605154071E+00 a       119     0     5     1    19
  1.0536595253422623E+01 a       120     0     5     1    20
  8.5846392833075356E+01 a       121     0     5     1    21
 -1.4725653773705582E+02 a       122     0     5     1    22
 -6.6734924764268229E+01 a       123     0     5     1    23
 -2.0921164643015810E+00 a       124     0     5     1    24
  7.9273706946968545E+01 a       125     0     5     1    25
  3.4386551008678829E+01 a       126     0     6     1     1
 -6.7701073616625735E+01 a       127     0     6     1     2
  1.4289323848405362E+00 a       128     0     6     1     3
  8.1887090595921261E+00 a       129     0     6     1     4
  5.9513561203105368E+01 a       130     0     6     1     5
  1.3680896596901110E+02 a       131     0     6     1     6
 -8.9762551691395259E+01 a       132     0     6     1     7
  9.4933812327391706E+01 a       133     0     6     1     8
 -2.1585595805546873E+02 a       134     0     6     1     9
  2.0935833126723310E+01 a       135     0     6     1    10
 -1.3606402373354797E+02 a       136     0     6     1    11
  7.0028230924606714E+00 a       137     0     6     1    12
  1.1583107629799565E+01 a       138     0     6     1    13
 -1.0734011991829721E+02 a       139     0     6     1    14
 -4.2310422671091821E+01 a       140     0     6     1    15
  3.4667528913214028E+01 a       141     0     6     1    16
 -2.3297152313242421E+02 a       142     0     6     1    17
 -6.2089476879004820E+01 a       143     0     6     1    18
 -7.7272177681141287E+01 a       144     0     6     1    19
 -1.4686970918883753E+02 a       145     0     6     1    20
 -1.5803396021957857E+02 a       146     0     6     1    21
 -1.7065664165004557E+02 a       147     0     6     1    22
 -3.7484898612512822E+01 a       148     0     6     1    23
 -1.5238464718040342E+01 a       149     0     6     1    24
  8.3306265152020273E+01 a       150     0     6     1    25
  1.6578027166468551E+01 a       151     0     7     1     1
  1.8711646521782143E+01 a       152     0     7     1     2
  6.5242828664805046E+00 a       153     0     7     1     3
 -2.3679545173638186E+00 a       154     0     7     1     4
  5.7015720039876328E+01 a       155     0     7     1     5
  2.8562590052692745E+01 a       156     0     7     1     6
  1.1590420491522929E+01 a       157     0     7     1     7
 -5.2811885354064067E+01 a       158     0     7     1     8
 -3.4800182247930124E+01 a       159     0     7     1     9
  3.4742121698573585E+00 a       160     0     7     1    10
 -4.6926123355932408E+00 a       161     0     7     1    11
 -3.5773782463161865E+01 a       162     0     7     1    12
 -1.3245279757171884E+01 a       163     0     7     1    13
 -5.9750396351912738E-01 a       164     0     7     1    14
  7.0334324381142173E+00 a       165     0     7     1    15
 -2.1142385184839650E+01 a       166     0     7     1    16
  9.7539234675519140E+00 a       167     0     7     1    17
 -1.7213586773935121E+00 a       168     0     7     1    18
  6.1721377716554136E+00 a       169     0     7     1    19
 -3.1981032864950350E+01 a       170     0     7     1    20
  1.2779413955984774E+01 a       171     0     7     1    21
  2.3175715615908530E+01 a       172     0     7     1    22
  9.6734795863197931E-01 a       173     0     7     1    23
  3.7869951579581503E+01 a       174     0     7     1    24
  3.1230367637723571E+01 a       175     0     7     1    25
  9.1955895477445573E+00 a       176     0     8     1     1
 -9.4132231485135875E+01 a       177     0     8     1     2
 -1.8949883055569977E+01 a       178     0     8     1     3
 -1.6598107467823485E+01 a       179     0     8     1     4
 -2.3423236017596128E+01 a       180     0     8     1     5
 -2.4948132050212742E+01 a       181     0     8     1     6
  3.5390260341064149E+01 a       182     0     8     1     7
 -2.6961299837234498E+00 a       183     0     8     1     8
 -7.1524769096092641E+01 a       184     0     8     1     9
 -9.1385390673041318E+00 a       185     0     8     1    10
  4.5115872586384896E+01 a       186     0     8     1    11
 -3.8092719212479804E+00 a       187     0     8     1    12
  1.3029512220060522E+02 a       188     0     8     1    13
 -6.6510286691278353E+01 a       189     0     8     1    14
  7.5016581911737831E+01 a       190     0     8     1    15
  2.0819975106933107E+01 a       191     0     8     1    16
  1.7735292392535143E+01 a       192     0     8     1    17
  5.5377066996544222E+01 a       193     0     8     1    18
 -1.5810324003738518E+02 a       194     0     8     1    19
  2.3160313911218211E+01 a       195     0     8     1    20
 -2.6295654695896168E+01 a       196     0     8     1    21
 -1.5455166615161170E+01 a       197     0     8     1    22
  1.0318151555591401E+01 a       198     0     8     1    23
 -5.0595699580334879E+00 a       199     0     8     1    24
  1.4136986611967021E+01 a       200     0     8     1    25
 -5.9610660427057178E+00 a       201     0     9     1     1
  2.7312454700612403E+01 a       202     0     9     1     2
 -2.1575781816189277E+01 a       203     0     9     1     3
 -1.0904545143801091E+01 a       204     0     9     1     4
 -2.9501838182796689E+01 a       205     0     9     1     5
 -5.1335752009951442E+01 a       206     0     9     1     6
  3.2938731311790150E+01 a       207     0     9     1     7
 -3.1855925859798472E+01 a       208     0     9     1     8
  6.1059176131378507E+01 a       209     0     9     1     9
 -4.5382765993980962E+00 a       210     0     9     1    10
  5.7849896934025594E+01 a       211     0     9     1    11
 -1.4533984661868637E+01 a       212     0     9     1    12
 -2.6284405438980940E+01 a       213     0     9     1    13
  4.1021852955350226E+01 a       214     0     9     1    14
  8.5801789591835558E+00 a       215     0     9     1    15
 -1.3391003978063223E+01 a       216     0     9     1    16
  8.1364668350791618E+01 a       217     0     9     1    17
  7.5924128182916242E+00 a       218     0     9     1    18
  1.9790421279091245E+01 a       219     0     9     1    19
  5.4626442107404202E+01 a       220     0     9     1    20
  3.1839425372067506E+01 a       221     0     9     1    21
  5.0180606095651278E+01 a       222     0     9     1    22
  1.5269981665421588E+00 a       223     0     9     1    23
 -6.7565646706593432E+00 a       224     0     9     1    24
 -1.6796535859066672E+01 a       225     0     9     1    25
 -7.4227617251596039E+00 a       226     0    10     1     1
 -2.8659419091964904E+00 a       227     0    10     1     2
 -3.0126786429322370E+00 a       228     0    10     1     3
 -1.8941774162439331E+00 a       229     0    10     1     4
 -1.1174087293959769E+01 a       230     0    10     1     5
 -1.2658725067661310E+01 a       231     0    10     1     6
 -7.6944649547041388E-01 a       232     0    10     1     7
  1.1784507851306364E+01 a       233     0    10     1     8
  8.0246889651473428E+00 a       234     0    10     1     9
  2.9843836650721407E+00 a       235     0    10     1    10
  3.6988613363852187E+00 a       236     0    10     1    11
  1.2686292930302585E+01 a       237     0    10     1    12
  4.5138876349193895E+00 a       238     0    10     1    13
  3.8254210975456902E+00 a       239     0    10     1    14
 -3.1829677762734558E+00 a       240     0    10     1    15
  1.6531811794579511E+01 a       241     0    10     1    16
 -1.7337952471870259E+00 a       242     0    10     1    17
 -1.9771059602111687E+00 a       243     0    10     1    18
 -1.4352829991290930E+00 a       244     0    10     1    19
  7.6571636763294411E+00 a       245     0    10     1    20
 -7.3727988651491927E-01 a       246     0    10     1    21
 -6.2276333343195072E+00 a       247     0    10     1    22
 -7.1267859174736792E+00 a       248     0    10     1    23
 -6.7903998905479712E+00 a       249     0    10     1    24
 -4.5921961723055551E+00 a       250     0    10     1    25
  4.0075280955292261E+00 a       251     0    11     1     1
  6.0560829020525816E+01 a       252     0    11     1     2
  5.0034962412959718E+00 a       253     0    11     1     3
  8.2892503409987395E+00 a       254     0    11     1     4
  6.9446315418598568E+00 a       255     0    11     1     5
  8.5475227094217203E+00 a       256     0    11     1     6
 -4.5882313036536402E+01 a       257     0    11     1     7
  1.2332901017818912E+01 a       258     0    11     1     8
  2.8025165335473922E+01 a       259     0    11     1     9
 -6.0170368274234951E+00 a       260     0    11     1    10
 -2.5310597697165772E+01 a       261     0    11     1    11
  1.9387024560490473E+00 a       262     0    11     1    12
 -7.2744318621336930E+01 a       263     0    11     1    13
  3.9781055990280805E+01 a       264     0    11     1    14
 -3.3871249838984987E+01 a       265     0    11     1    15
 -9.8497639760252209E+00 a       266     0    11     1    16
 -5.8977504515237289E-01 a       267     0    11     1    17
 -1.8107497763154292E+01 a       268     0    11     1    18
  7.7997346907567263E+01 a       269     0    11     1    19
 -1.5203524514292617E+01 a       270     0    11     1    20
  2.5666642562452956E-02 a       271     0    11     1    21
  2.8024049412670870E+01 a       272     0    11     1    22
  3.7041257344145921E+00 a       273     0    11     1    23
  2.4714842933948575E+00 a       274     0    11     1    24
 -1.7088325840616857E+01 a       275     0    11     1    25
 -4.0092177395090314E+00 a       276     0    12     1     1
 -4.0217045065339905E+00 a       277     0    12     1     2
  1.2191269375803207E+01 a       278     0    12     1     3
  6.2138709668700001E+00 a       279     0    12     1     4
  5.0161655847172373E+00 a       280     0    12     1     5
  5.1549645261934103E+00 a       281     0    12     1     6
 -2.2829050421589119E+00 a       282     0    12     1     7
 -2.2412407809929094E+00 a       283     0    12     1     8
  6.7876973116203949E+00 a       284     0    12     1     9
 -2.2597255355891428E+00 a       285     0    12     1    10
 -5.8018656474153731E+00 a       286     0    12     1    11
  6.8388113191113513E+00 a       287     0    12     1    12
  1.1985478923999208E+01 a       288     0    12     1    13
 -3.8366492393779974E+00 a       289     0    12     1    14
  3.1857599573231070E+00 a       290     0    12     1    15
  8.1362280624647176E-01 a       291     0    12     1    16
 -5.0192761399205832E+00 a       292     0    12     1    17
  5.3349120847325349E+00 a       293     0    12     1    18
  4.1358076358046256E+00 a       294     0    12     1    19
 -5.1919830994931271E+00 a       295     0    12     1    20
  9.4370224099086197E+00 a       296     0    12     1    21
  2.3970383850165464E+00 a       297     0    12     1    22
  5.2070582822060629E+00 a       298     0    12     1    23
  3.8325044557427970E+00 a       299     0    12     1    24
 -4.9905480379390479E+00 a       300     0    12     1    25
 -5.4182962116265121E-01 a       301     0    13     1     1
 -3.7219653700031938E+00 a       302     0    13     1     2
  5.1709031649518788E-01 a       303     0    13     1     3
  2.6586703448412896E+00 a       304     0    13     1     4
 -3.7920025111118592E+00 a       305     0    13     1     5
  8.3267787224550149E-01 a       306     0    13     1     6
 -3.8905687691219795E+00 a       307     0    13     1     7
  4.5041530532666716E+00 a       308     0    13     1     8
  2.0209320650819729E+00 a       309     0    13     1     9
 -4.0764379698727069E+00 a       310     0    13     1    10
 -2.5419257392543000E+00 a       311     0    13     1    11
 -1.4203793661725245E-01 a       312     0    13     1    12
 -1.7367694464390206E+00 a       313     0    13     1    13
 -1.7394824283792660E+00 a       314     0    13     1    14
 -7.1426627789049557E-01 a       315     0    13     1    15
 -6.3765448049227329E+00 a       316     0    13     1    16
 -2.3096493552951096E+00 a       317     0    13     1    17
  2.6460382227403736E+00 a       318     0    13     1    18
 -5.4504647366787786E+00 a       319     0    13     1    19
  1.8794138233402635E+00 a       320     0    13     1    20
 -5.6926074485662115E+00 a       321     0    13     1    21
 -4.2651815640588131E+00 a       322     0    13     1    22
  5.3924525559451988E+00 a       323     0    13     1    23
 -3.4515439335311524E+00 a       324     0    13     1    24
 -4.8644213165561370E+00 a       325     0    13     1    25
  1.9813892257482202E+01 a       326     0    14     1     1
  8.2993352568357423E+01 a       327     0    14     1     2
  1.2382988757489786E-03 a       328     0    14     1     3
  6.5040293070883077E+00 a       329     0    14     1     4
  2.0835093109923504E+00 a       330     0    14     1     5
  5.5831679662796265E+00 a       331     0    14     1     6
 -7.7624449084427013E+01 a       332     0    14     1     7
  3.9701071764386100E+01 a       333     0    14     1     8
  2.1249936919901920E+01 a       334     0    14     1     9
 -1.4973300514107803E+01 a       335     0    14     1    10
 -3.1048699000163275E+01 a       336     0    14     1    11
  1.5742346977849988E+00 a       337     0    14     1    12
 -6.6433447590024940E+01 a       338     0    14     1    13
  5.6072943766946402E+01 a       339     0    14     1    14
 -2.8868394440180136E+01 a       340     0    14     1    15
 -8.8772553577871776E+00 a       341     0    14     1    16
  1.1782463212496074E+01 a       342     0    14     1    17
  1.6703887588395598E+00 a       343     0    14     1    18
  8.5730362391049908E+01 a       344     0    14     1    19
 -1.0026001736357610E+01 a       345     0    14     1    20
 -1.2041212588302185E+01 a       346     0    14     1    21
  5.4769925992030409E+01 a       347     0    14     1    22
  2.4759953597267423E+01 a       348     0    14     1    23
  1.7194477323829492E+01 a       349     0    14     1    24
 -3.6900296021071405E+01 a       350     0    14     1    25
 -1.4344158244552499E+01 a       351     0    15     1     1
  2.6189990736144978E+01 a       352     0    15     1     2
  2.9797144047791111E+01 a       353     0    15     1     3
  1.0108125575735031E+01 a       354     0    15     1     4
 -2.9192641880948319E+01 a       355     0    15     1     5
  1.5734791792969172E+00 a       356     0    15     1     6
 -6.7520076435038954E+00 a       357     0    15     1     7
 -8.3572619926599803E+00 a       358     0    15     1     8
  5.6213550361756639E+01 a       359     0    15     1     9
 -8.2473481723343212E-01 a       360     0    15     1    10
  2.0435938581795561E+01 a       361     0    15     1    11
  8.2453754913283128E-01 a       362     0    15     1    12
  1.8141091192657960E+01 a       363     0    15     1    13
  3.3187705315418028E+00 a       364     0    15     1    14
  1.2628025602208726E+01 a       365     0    15     1    15
  3.5307474373643200E-01 a       366     0    15     1    16
  1.4351666415734591E+01 a       367     0    15     1    17
  8.8769278569489494E+00 a       368     0    15     1    18
  1.3484904447457335E+00 a       369     0    15     1    19
  1.4182478471942050E-01 a       370     0    15     1    20
  2.8235126121828554E+01 a       371     0    15     1    21
  1.3108043342995490E+01 a       372     0    15     1    22
  1.2711687478198492E+01 a       373     0    15     1    23
  3.2222108998261350E+00 a       374     0    15     1    24
 -2.5592982620040587E+01 a       375     0    15     1    25
  1.5411625633750254E+00 a       376     0    16     1     1
  1.7471013151862793E+00 a       377     0    16     1     2
  5.4360910296873932E-01 a       378     0    16     1     3
 -2.0032494910429177E+00 a       379     0    16     1     4
  3.4514981366123307E+00 a       380     0    16     1     5
  1.0800821909258522E+00 a       381     0    16     1     6
  2.8700943561603891E+00 a       382     0    16     1     7
 -1.9088654953519171E+00 a       383     0    16     1     8
 -1.2245021007750034E+00 a       384     0    16     1     9
  1.5847611201971603E+00 a       385     0    16     1    10
  6.6609168052650658E-01 a       386     0    16     1    11
 -9.9277264131945930E-01 a       387     0    16     1    12
  2.0328242145212125E+00 a       388     0    16     1    13
  3.3619986079067976E-01 a       389     0    16     1    14
  1.9020949510376846E+00 a       390     0    16     1    15
 -7.8759328282733632E-02 a       391     0    16     1    16
  7.6340172576492238E-01 a       392     0    16     1    17
 -3.4022169241752659E-01 a       393     0    16     1    18
  4.6503095535905654E+00 a       394     0    16     1    19
 -1.2523760585672636E+00 a       395     0    16     1    20
  4.1733426032369110E+00 a       396     0    16     1    21
  3.7838826256231299E+00 a       397     0    16     1    22
 -1.3703994932230099E+00 a       398     0    16     1    23
  2.2948613046825468E+00 a       399     0    16     1    24
  2.1263817502289948E+00 a       400     0    16     1    25
 -1.0158036960816885E+01 a       401     0    17     1     1
 -1.6483181473707852E+01 a       402     0    17     1     2
  3.9870428473815380E+00 a       403     0    17     1     3
 -1.2505104416276922E+00 a       404     0    17     1     4
 -2.1234973367761198E-01 a       405     0    17     1     5
  3.2980453610263583E-01 a       406     0    17     1     6
  1.9218769876445382E+01 a       407     0    17     1     7
 -1.5490762382164116E+01 a       408     0    17     1     8
 -2.3191019575904233E+00 a       409     0    17     1     9
  4.4609856452104566E+00 a       410     0    17     1    10
  4.8229105183760863E+00 a       411     0    17     1    11
 -5.2606408459481435E-01 a       412     0    17     1    12
  5.6551831794915675E+00 a       413     0    17     1    13
 -1.3162734737245904E+01 a       414     0    17     1    14
  2.6481011149422113E+00 a       415     0    17     1    15
  1.4338966088636009E+00 a       416     0    17     1    16
 -4.0872994986174023E+00 a       417     0    17     1    17
 -9.2052834102686365E+00 a       418     0    17     1    18
 -1.3373466034844984E+01 a       419     0    17     1    19
 -2.0077707090464627E+00 a       420     0    17     1    20
  6.0942213124991094E+00 a       421     0    17     1    21
 -1.3542732337084438E+01 a       422     0    17     1    22
 -9.5406447123271416E+00 a       423     0    17     1    23
 -9.0549069078259876E+00 a       424     0    17     1    24
  1.0568204115685438E+01 a       425     0    17     1    25
  3.6771247057294025E+00 a       426     0    18     1     1
 -1.3383442144193168E+01 a       427     0    18     1     2
 -1.0886706233850443E+01 a       428     0    18     1     3
 -3.1206096171879398E+00 a       429     0    18     1     4
  1.7112275131190056E+01 a       430     0    18     1     5
 -7.3824707911093599E+00 a       431     0    18     1     6
  7.9613299791045691E+00 a       432     0    18     1     7
 -3.3400078334428113E-01 a       433     0    18     1     8
 -1.6131002552544469E+01 a       434     0    18     1     9
 -2.7220483705795573E+00 a       435     0    18     1    10
 -7.8227768271609426E+00 a       436     0    18     1    11
  2.7412514189041288E+00 a       437     0    18     1    12
 -1.6263756156582896E+00 a       438     0    18     1    13
  1.2487414974611291E+00 a       439     0    18     1    14
 -2.4826207908350439E+00 a       440     0    18     1    15
 -1.8057887552969556E+00 a       441     0    18     1    16
  8.0726603286652554E-01 a       442     0    18     1    17
 -7.2097473471312679E-01 a       443     0    18     1    18
  4.5241538139138129E+00 a       444     0    18     1    19
  6.6504741288218634E+00 a       445     0    18     1    20
 -5.2571149224397429E+00 a       446     0    18     1    21
  2.0141270863459253E+00 a       447     0    18     1    22
 -2.7776743916869133E+00 a       448     0    18     1    23
 -7.9694619657424892E-01 a       449     0    18     1    24
  7.5697974168882070E+00 a       450     0    18     1    25
 -1.2913643730882542E+00 a       451     0    19     1     1
 -2.1702534466039275E-01 a       452     0    19     1     2
  1.2858368184852514E-01 a       453     0    19     1     3
  1.0942764723427241E+00 a       454     0    19     1     4
 -2.1496985026916285E-01 a       455     0    19     1     5
 -6.8619667829536080E-01 a       456     0    19     1     6
 -1.5607332970448629E+00 a       457     0    19     1     7
  1.1905774534598033E+00 a       458     0    19     1     8
  4.9173019273482682E-01 a       459     0    19     1     9
 -9.5755057379056374E-01 a       460     0    19     1    10
 -5.7805527908283849E-01 a       461     0    19     1    11
 -4.4844173226789502E-01 a       462     0    19     1    12
 -1.3457208190189693E+00 a       463     0    19     1    13
 -7.3148270743737170E-02 a       464     0    19     1    14
 -8.2817623575471144E-01 a       465     0    19     1    15
  3.1605320723874231E-01 a       466     0    19     1    16
 -2.6479418299705232E-01 a       467     0    19     1    17
 -3.0076156897807099E-01 a       468     0    19     1    18
 -2.2523818628088277E+00 a       469     0    19     1    19
 -6.2893881114150452E-01 a       470     0    19     1    20
 -2.4665577474057088E+00 a       471     0    19     1    21
 -1.5846733422703358E+00 a       472     0    19     1    22
  7.2133005669153194E-01 a       473     0    19     1    23
 -1.6176335358679554E+00 a       474     0    19     1    24
 -1.7175369138135350E+00 a       475     0    19     1    25
  2.3519480725517199E+00 a       476     0    20     1     1
  4.6006534678291207E+00 a       477     0    20     1     2
  4.0800459635469555E-01 a       478     0    20     1     3
  6.7117726719440562E-01 a       479     0    20     1     4
  6.9660039594033463E-01 a       480     0    20     1     5
  1.6071147105183348E+00 a       481     0    20     1     6
 -1.3976546027594772E+00 a       482     0    20     1     7
  6.0626871192004317E-01 a       483     0    20     1     8
  2.6057124748251326E-01 a       484     0    20     1     9
 -6.8107520731371396E-01 a       485     0    20     1    10
 -1.5565023603236159E+00 a       486     0    20     1    11
  6.3400670831566183E-02 a       487     0    20     1    12
 -5.3700329425914894E+00 a       488     0    20     1    13
  1.0755055338567427E+00 a       489     0    20     1    14
 -1.3623376085074081E+00 a       490     0    20     1    15
 -3.1491198603298062E-02 a       491     0    20     1    16
  3.2999076660786880E-01 a       492     0    20     1    17
 -3.6425420894222023E+00 a       493     0    20     1    18
  3.9627517238578238E+00 a       494     0    20     1    19
 -1.1971754486182524E+00 a       495     0    20     1    20
 -1.8091184935068370E+00 a       496     0    20     1    21
  1.8816780523097174E+00 a       497     0    20     1    22
  1.9784268296024146E-01 a       498     0    20     1    23
 -3.5409961526357631E-01 a       499     0    20     1    24
 -1.2843247221613630E+00 a       500     0    20     1    25
 -2.7597897812373675E-02 a       501     0    21     1     1
 -1.4922378591126384E+00 a       502     0    21     1     2
  8.1689976282372934E-01 a       503     0    21     1     3
  3.0124498784986048E-01 a       504     0    21     1     4
 -5.7241413382125284E-01 a       505     0    21     1     5
  5.9409715573856192E-01 a       506     0    21     1     6
  4.8817852864420802E-01 a       507     0    21     1     7
 -3.0177443907660395E-01 a       508     0    21     1     8
  3.6570688387628725E-01 a       509     0    21     1     9
  1.3373171524456826E-01 a       510     0    21     1    10
 -2.4873573964931522E-01 a       511     0    21     1    11
  2.4326057157406578E-01 a       512     0    21     1    12
  6.2575128170704364E-01 a       513     0    21     1    13
 -7.6597611748231731E-01 a       514     0    21     1    14
 -2.4071007886108350E-01 a       515     0    21     1    15
  1.9937044714065649E-01 a       516     0    21     1    16
 -7.0142074432626278E-01 a       517     0    21     1    17
  1.3619067747975511E-01 a       518     0    21     1    18
 -2.0601778652121716E-01 a       519     0    21     1    19
  2.0307829788127116E-01 a       520     0    21     1    20
 -9.0404786164655880E-03 a       521     0    21     1    21
  2.6127911192641251E-01 a       522     0    21     1    22
 -3.4803862414775494E-01 a       523     0    21     1    23
  9.5337959529206942E-02 a       524     0    21     1    24
 -1.0755651854659392E+00 a       525     0    21     1    25
  3.0042565431917195E-01 a       526     0    22     1     1
 -6.8081308953274855E-02 a       527     0    22     1     2
  7.5686842521948849E-02 a       528     0    22     1     3
 -1.9812137454516124E-01 a       529     0    22     1     4
  1.7876930266953344E-02 a       530     0    22     1     5
