################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.9564095503577765E+00 a        35     0     2     1    10
  3.5638640808039398E+01 a        36     0     2     1    11
  1.0159743174729993E+01 a        37     0     2     1    12
 -1.5208014872012416E+01 a        38     0     2     1    13
 -8.4856620591561018E+00 a        39     0     2     1    14
  6.8748107792210984E+00 a        40     0     2     1    15
  4.0516177885136877E+01 a        41     0     2     1    16
  3.1931019085673803E+01 a        42     0     2     1    17
 -3.2692960438049639E+01 a        43     0     2     1    18
  1.3275382744698877E+01 a        44     0     2     1    19
 -4.7647109322369850E+01 a        45     0     2     1    20
 -2.4723687496771010E+01 a        46     0     2     1    21
 -1.4527350671102035E+01 a        47     0     2     1    22
  8.5618840645246053E+00 a        48     0     2     1    23
 -4.2017991224621891E+00 a        49     0     2     1    24
  7.1003643566919559E+00 a        50     0     2     1    25
  4.1969939675939116E+00 a        51     0     3     1     1
  2.3254695708728077E+00 a        52     0     3     1     2
  2.4189011557670248E+01 a        53     0     3     1     3
 -1.6277864006719440E+01 a        54     0     3     1     4
  8.8273851645620560E+00 a        55     0     3     1     5
  6.6078379274914774E+00 a        56     0     3     1     6
  2.7226694428594795E+00 a        57     0     3     1     7
  1.5450342015115401E+01 a        58     0     3     1     8
 -1.0249968830234653E+00 a        59     0     3     1     9
  5.5565099506556876E+00 a        60     0     3     1    10
 -2.0053705288029096E+01 a        61     0     3     1    11
 -1.1118291458059000E+01 a        62     0     3     1    12
  2.4368126517872337E+01 a        63     0     3     1    13
  2.4654521708985868E+01 a        64     0     3     1    14
  1.1029621736890614E+00 a        65     0     3     1    15
 -5.6768892468242615E+00 a        66     0     3     1    16
 -1.6801592577186813E+01 a        67     0     3     1    17
 -4.1107830752912157E+01 a        68     0     3     1    18
 -2.0881555236144507E+01 a        69     0     3     1    19
 -1.1027754198005628E+01 a        70     0     3     1    20
 -8.5306624551896064E+00 a        71     0     3     1    21
  5.9070671366556802E+00 a        72     0     3     1    22
 -6.1067470276861897E+00 a        73     0     3     1    23
  6.6216929865791103E+00 a        74     0     3     1    24
 -2.7134653716183678E+01 a        75     0     3     1    25
  1.2453501270748806E+01 a        76     0     4     1     1
  9.2266376269441874E+00 a        77     0     4     1     2
  3.5561047325523027E+01 a        78     0     4     1     3
 -1.1354976099686306E+01 a        79     0     4     1     4
  7.2353196685309342E+01 a        80     0     4     1     5
 -3.5020109960185891E+01 a        81     0     4     1     6
  3.4541955750488071E+01 a        82     0     4     1     7
  3.3352910986333882E+01 a        83     0     4     1     8
  1.8983484047765092E+01 a        84     0     4     1     9
 -4.0220874404503789E+01 a        85     0     4     1    10
 -9.1961748201256732E+00 a        86     0     4     1    11
 -2.2922986794663618E+01 a        87     0     4     1    12
  3.7983917376123517E+00 a        88     0     4     1    13
 -3.1453460638776484E+01 a        89     0     4     1    14
 -9.4327094683145667E+00 a        90     0     4     1    15
  7.1595100196368975E+00 a        91     0     4     1    16
 -8.6439800437135208E+00 a        92     0     4     1    17
 -2.1199098665711240E+01 a        93     0     4     1    18
  1.5331239894577465E+01 a        94     0     4     1    19
 -6.8845064969635654E+00 a        95     0     4     1    20
  6.8725347569582794E+01 a        96     0     4     1    21
  2.7940114356122500E+01 a        97     0     4     1    22
  1.9807157300257881E+01 a        98     0     4     1    23
 -1.0821761121251781E+01 a        99     0     4     1    24
 -1.9925790761795554E+01 a       100     0     4     1    25
 -8.0198835082266058E+01 a       101     0     5     1     1
  4.3035056974845553E+01 a       102     0     5     1     2
  5.6911102519270976E+01 a       103     0     5     1     3
 -4.1384931727564961E+01 a       104     0     5     1     4
 -2.6085103563152742E+01 a       105     0     5     1     5
 -6.0268376598754166E+01 a       106     0     5     1     6
 -3.1200952992718040E+01 a       107     0     5     1     7
  5.0813431871513167E+01 a       108     0     5     1     8
 -2.1564251985932788E+01 a       109     0     5     1     9
  7.8298722099468077E-01 a       110     0     5     1    10
 -8.1173843564661212E+01 a       111     0     5     1    11
 -1.5186284006455708E+01 a       112     0     5     1    12
  2.7384028648358971E+01 a       113     0     5     1    13
  2.1975983580054162E+01 a       114     0     5     1    14
 -1.3889021982182495E+01 a       115     0     5     1    15
 -8.4450443962309436E+01 a       116     0     5     1    16
 -7.1806287619927417E+01 a       117     0     5     1    17
  6.9635996007952656E+01 a       118     0     5     1    18
 -3.3725986638351181E+01 a       119     0     5     1    19
  9.4914767940398008E+01 a       120     0     5     1    20
  5.6756067796253788E+01 a       121     0     5     1    21
  3.9669463886770288E+01 a       122     0     5     1    22
 -1.3970361972175452E+01 a       123     0     5     1    23
  1.1855295780172661E+01 a       124     0     5     1    24
 -5.1653785596237372E+00 a       125     0     5     1    25
 -2.7641279076382425E+01 a       126     0     6     1     1
 -2.3399605646043313E+00 a       127     0     6     1     2
 -4.0966769098401620E+01 a       128     0     6     1     3
  3.6693332119554064E+01 a       129     0     6     1     4
 -3.2835746913773271E+01 a       130     0     6     1     5
 -1.8607580562767247E+01 a       131     0     6     1     6
 -8.5912545749442941E+00 a       132     0     6     1     7
 -4.0548833364647209E+01 a       133     0     6     1     8
  1.0587050762437386E+01 a       134     0     6     1     9
 -8.3401070747249761E+00 a       135     0     6     1    10
  4.7691531808768715E+01 a       136     0     6     1    11
  2.5430242657802712E+01 a       137     0     6     1    12
 -6.0796728704674628E+01 a       138     0     6     1    13
 -5.4313743010488302E+01 a       139     0     6     1    14
  1.0408816228986186E+01 a       140     0     6     1    15
  1.0788692755754131E+01 a       141     0     6     1    16
  3.0766641382307668E+01 a       142     0     6     1    17
  5.6245537158178536E+01 a       143     0     6     1    18
  5.3643205629851707E+01 a       144     0     6     1    19
  3.8377698570244370E+00 a       145     0     6     1    20
  7.1918283304140651E+00 a       146     0     6     1    21
 -1.3936724637979415E+01 a       147     0     6     1    22
  1.0748969074279715E+01 a       148     0     6     1    23
 -2.1998796703601972E+01 a       149     0     6     1    24
  5.6795848432981970E+01 a       150     0     6     1    25
 -2.7942071976779048E+00 a       151     0     7     1     1
 -1.1154977108417127E+01 a       152     0     7     1     2
 -3.7338255342224677E+01 a       153     0     7     1     3
  8.7328640252636145E+00 a       154     0     7     1     4
 -5.1167288313363983E+01 a       155     0     7     1     5
  5.3071817628599360E+00 a       156     0     7     1     6
 -4.7664785847552828E+01 a       157     0     7     1     7
 -2.5627188724489187E+01 a       158     0     7     1     8
 -9.0060132312852623E+00 a       159     0     7     1     9
  3.9228506480809081E+01 a       160     0     7     1    10
  3.8685989599665227E+00 a       161     0     7     1    11
  2.3518909503902609E+01 a       162     0     7     1    12
 -1.4964307908715368E+01 a       163     0     7     1    13
  2.5580271713699954E+01 a       164     0     7     1    14
  9.7879793406837123E+00 a       165     0     7     1    15
 -8.3751225955124582E+00 a       166     0     7     1    16
  4.7373985872811604E+00 a       167     0     7     1    17
  2.3272290130004759E+01 a       168     0     7     1    18
 -7.4445562918239911E+00 a       169     0     7     1    19
  1.5300949995323785E+01 a       170     0     7     1    20
 -4.9064855395835224E+01 a       171     0     7     1    21
 -2.3410360969054501E+01 a       172     0     7     1    22
 -1.5293500766526728E+01 a       173     0     7     1    23
  1.4691621054409513E+01 a       174     0     7     1    24
  2.1397958016298599E+01 a       175     0     7     1    25
  8.0946503994797638E+01 a       176     0     8     1     1
 -3.0185026141880471E+01 a       177     0     8     1     2
 -7.0736920649710726E+01 a       178     0     8     1     3
  4.9788648790048903E+01 a       179     0     8     1     4
  3.3880673210817037E+01 a       180     0     8     1     5
  4.9111931671223807E+01 a       181     0     8     1     6
  3.2668488807374203E+01 a       182     0     8     1     7
 -7.5209505830185506E+01 a       183     0     8     1     8
  3.5156914167728928E+01 a       184     0     8     1     9
  2.4021810298222103E+01 a       185     0     8     1    10
  8.0416093977669618E+01 a       186     0     8     1    11
  1.2782577505770291E+01 a       187     0     8     1    12
 -3.0057546092158867E+00 a       188     0     8     1    13
 -2.2840980754832412E+01 a       189     0     8     1    14
  1.3319334468271366E+01 a       190     0     8     1    15
  6.8421912064604257E+01 a       191     0     8     1    16
  8.4864207186423485E+01 a       192     0     8     1    17
 -4.2586065247357212E+01 a       193     0     8     1    18
  5.1207761592146717E+01 a       194     0     8     1    19
 -5.1932156757776568E+01 a       195     0     8     1    20
 -3.2858204765268233E+01 a       196     0     8     1    21
 -6.1288805457033043E+01 a       197     0     8     1    22
 -8.1691125016201447E+00 a       198     0     8     1    23
 -1.5054327432749702E+01 a       199     0     8     1    24
 -9.6053741666540322E+00 a       200     0     8     1    25
  1.0200185763514941E+02 a       201     0     9     1     1
 -2.9673565487993749E+00 a       202     0     9     1     2
  5.6432273014870120E+01 a       203     0     9     1     3
 -5.5114705138021975E+01 a       204     0     9     1     4
  6.4103120769420855E+01 a       205     0     9     1     5
  3.1974532539266093E+01 a       206     0     9     1     6
  8.3874520574675913E+00 a       207     0     9     1     7
  7.0834250668388947E+01 a       208     0     9     1     8
 -3.3284240553022727E+01 a       209     0     9     1     9
  1.1322370924993079E+00 a       210     0     9     1    10
 -7.0903476898569167E+01 a       211     0     9     1    11
 -9.8978194874613283E+00 a       212     0     9     1    12
  9.8555053753895962E+01 a       213     0     9     1    13
  7.9829408297663818E+01 a       214     0     9     1    14
 -5.2175270006307279E+01 a       215     0     9     1    15
  7.5923636683786562E+00 a       216     0     9     1    16
 -2.4048854814548054E+01 a       217     0     9     1    17
 -9.2037386257683433E+00 a       218     0     9     1    18
 -1.0150277612356923E+02 a       219     0     9     1    19
  6.4586547534453601E+01 a       220     0     9     1    20
  7.1704696640928818E+00 a       221     0     9     1    21
  1.5912131685191779E+01 a       222     0     9     1    22
 -6.3916071975192876E+00 a       223     0     9     1    23
  4.5263656545673896E+01 a       224     0     9     1    24
 -6.4213120166233935E+01 a       225     0     9     1    25
 -5.6333177818168174E+00 a       226     0    10     1     1
  8.7202351762856871E+00 a       227     0    10     1     2
  2.5113346831742163E+01 a       228     0    10     1     3
 -1.5620890811161463E+00 a       229     0    10     1     4
  1.0427092390262706E+01 a       230     0    10     1     5
  1.7810969797634124E+00 a       231     0    10     1     6
  1.1782837436531080E+01 a       232     0    10     1     7
  7.1356155251759414E+00 a       233     0    10     1     8
  7.8880762219073042E-01 a       234     0    10     1     9
 -1.6837274015714080E+01 a       235     0    10     1    10
 -2.5819457389801550E+00 a       236     0    10     1    11
 -2.2062951736107383E+01 a       237     0    10     1    12
  1.7583430953551371E+01 a       238     0    10     1    13
 -1.4510090606744741E+01 a       239     0    10     1    14
 -9.2066060458429479E+00 a       240     0    10     1    15
  6.3839656820302648E-01 a       241     0    10     1    16
  1.2290847304029953E+01 a       242     0    10     1    17
 -2.1897633784913598E+01 a       243     0    10     1    18
  6.7975228903088984E+00 a       244     0    10     1    19
 -9.5934983874340514E+00 a       245     0    10     1    20
  1.2439797254906935E+01 a       246     0    10     1    21
 -1.6771926095973635E+00 a       247     0    10     1    22
  3.2371637879758768E+00 a       248     0    10     1    23
 -7.6726191962050692E+00 a       249     0    10     1    24
 -3.9049030141477967E+00 a       250     0    10     1    25
 -2.8641994274717412E+01 a       251     0    11     1     1
  2.5792560251159394E+01 a       252     0    11     1     2
  1.3757525375276131E+01 a       253     0    11     1     3
 -5.1810616108387364E+01 a       254     0    11     1     4
 -3.9142539371978380E+01 a       255     0    11     1     5
 -7.6697684803977695E-01 a       256     0    11     1     6
 -1.3392966449719175E+01 a       257     0    11     1     7
  7.0091897764120446E+01 a       258     0    11     1     8
 -2.2864346236149530E+01 a       259     0    11     1     9
 -4.3901843954152092E+01 a       260     0    11     1    10
 -2.6696320340469992E+01 a       261     0    11     1    11
 -1.8790955147583652E+01 a       262     0    11     1    12
 -9.1799921149159989E+00 a       263     0    11     1    13
  2.3317336811389722E+00 a       264     0    11     1    14
 -3.3346021233081635E+00 a       265     0    11     1    15
 -2.3105056603108260E+01 a       266     0    11     1    16
 -6.4943985105779063E+01 a       267     0    11     1    17
 -9.3383813234988686E+00 a       268     0    11     1    18
 -5.6323789534846391E+01 a       269     0    11     1    19
 -7.6475178575115761E+00 a       270     0    11     1    20
 -2.0117365211836752E+01 a       271     0    11     1    21
  4.7846041629704743E+01 a       272     0    11     1    22
  4.7506882651750367E+01 a       273     0    11     1    23
  9.7048715852149670E+00 a       274     0    11     1    24
  9.4361517945053706E+00 a       275     0    11     1    25
 -2.0051884425057389E+02 a       276     0    12     1     1
  1.3819166997022073E+01 a       277     0    12     1     2
 -5.9390106560439897E+01 a       278     0    12     1     3
  8.0057973415867011E+01 a       279     0    12     1     4
 -6.9296948110637544E+01 a       280     0    12     1     5
 -3.9479956926125936E+01 a       281     0    12     1     6
  7.2448024949711423E+00 a       282     0    12     1     7
 -9.3043419565593851E+01 a       283     0    12     1     8
  5.5674631640031208E+01 a       284     0    12     1     9
 -9.4219333622461434E+00 a       285     0    12     1    10
  6.5834632989612416E+01 a       286     0    12     1    11
 -1.6771187049732443E+01 a       287     0    12     1    12
 -1.1433191419727036E+02 a       288     0    12     1    13
 -8.8529350135597298E+01 a       289     0    12     1    14
  9.9731642765548102E+01 a       290     0    12     1    15
 -3.9362446748600320E+01 a       291     0    12     1    16
  1.0334828748457305E+01 a       292     0    12     1    17
 -3.8799147513666385E+00 a       293     0    12     1    18
  1.4749580178198266E+02 a       294     0    12     1    19
 -1.7506116639234011E+02 a       295     0    12     1    20
 -1.1849079897066179E+01 a       296     0    12     1    21
 -2.0137682342736142E+01 a       297     0    12     1    22
 -2.1789961995887666E+01 a       298     0    12     1    23
 -5.0786450582209866E+01 a       299     0    12     1    24
  5.2823961507391658E+01 a       300     0    12     1    25
 -8.0110392769967511E+00 a       301     0    13     1     1
 -7.8409734829944675E+00 a       302     0    13     1     2
  6.0530046973108176E+00 a       303     0    13     1     3
  1.4125234206698336E+01 a       304     0    13     1     4
  5.6381640894580229E+00 a       305     0    13     1     5
 -3.0159966130740536E+00 a       306     0    13     1     6
 -7.4380957117984128E+00 a       307     0    13     1     7
 -1.3905010495480655E+01 a       308     0    13     1     8
  1.2358021063876743E+00 a       309     0    13     1     9
  1.0446790782588504E+01 a       310     0    13     1    10
  2.9514173790214810E+00 a       311     0    13     1    11
  4.5934620411313025E+00 a       312     0    13     1    12
  1.0219924818150336E+01 a       313     0    13     1    13
  2.1086239184750473E+00 a       314     0    13     1    14
 -4.6263027074219956E+00 a       315     0    13     1    15
  1.6635410290527066E+00 a       316     0    13     1    16
  1.7495994898720522E+01 a       317     0    13     1    17
  5.0960017430791256E+00 a       318     0    13     1    18
  2.0470714391973338E+01 a       319     0    13     1    19
  5.3226778427676891E+00 a       320     0    13     1    20
  1.1601793717892768E+01 a       321     0    13     1    21
 -1.1083142924534574E+01 a       322     0    13     1    22
 -2.7787614936044502E+01 a       323     0    13     1    23
 -3.9041324608108017E+00 a       324     0    13     1    24
 -2.4065705858685318E+00 a       325     0    13     1    25
  7.6114844589166154E+01 a       326     0    14     1     1
 -7.1105409577056093E+00 a       327     0    14     1     2
  2.2230767735686896E+01 a       328     0    14     1     3
 -2.9899917099629519E+01 a       329     0    14     1     4
  1.9360233206550127E+01 a       330     0    14     1     5
  1.7880018507986961E+01 a       331     0    14     1     6
 -1.0202394605004004E+01 a       332     0    14     1     7
  3.5658571612867263E+01 a       333     0    14     1     8
 -2.2132146469376174E+01 a       334     0    14     1     9
  4.9085864077708816E+00 a       335     0    14     1    10
 -1.8547292400743398E+01 a       336     0    14     1    11
  8.3062608068756223E+00 a       337     0    14     1    12
  4.2230052704837945E+01 a       338     0    14     1    13
  2.9538688009112082E+01 a       339     0    14     1    14
 -4.4318964039131153E+01 a       340     0    14     1    15
  1.6976353229147744E+01 a       341     0    14     1    16
  2.8067945915534159E-02 a       342     0    14     1    17
 -6.4813609536798005E+00 a       343     0    14     1    18
 -5.2393854972108862E+01 a       344     0    14     1    19
  7.4155183896535206E+01 a       345     0    14     1    20
  3.8252021423639451E+00 a       346     0    14     1    21
  1.6144326840505592E+00 a       347     0    14     1    22
  7.1341975501178583E+00 a       348     0    14     1    23
  1.6927737331639257E+01 a       349     0    14     1    24
 -1.6373534983313302E+01 a       350     0    14     1    25
  6.3948155379403691E+00 a       351     0    15     1     1
  5.9107051292291879E-01 a       352     0    15     1     2
  1.2233442587074284E+00 a       353     0    15     1     3
 -3.5264069385025678E+00 a       354     0    15     1     4
  1.1609278588210486E+01 a       355     0    15     1     5
  4.0383377813618093E+00 a       356     0    15     1     6
  1.7270416424899324E+01 a       357     0    15     1     7
  8.1727265924232917E+00 a       358     0    15     1     8
  8.1609991248950520E-01 a       359     0    15     1     9
 -1.1572348316663206E+01 a       360     0    15     1    10
  2.1045745966027529E+00 a       361     0    15     1    11
  1.6633031350171350E+00 a       362     0    15     1    12
 -6.4872554308351216E+00 a       363     0    15     1    13
  2.7175745513746352E+00 a       364     0    15     1    14
  3.8789038452664997E+00 a       365     0    15     1    15
  1.3249355949232986E+00 a       366     0    15     1    16
 -1.8107395909472832E+01 a       367     0    15     1    17
  1.7478640325294619E+00 a       368     0    15     1    18
 -8.0084924666563282E+00 a       369     0    15     1    19
 -2.9291945122729208E+00 a       370     0    15     1    20
  8.1074994740845003E+00 a       371     0    15     1    21
  1.4245170034394773E+01 a       372     0    15     1    22
  3.2900423576452469E+00 a       373     0    15     1    23
 -3.3048624326643128E+00 a       374     0    15     1    24
 -1.0864111489491288E+01 a       375     0    15     1    25
 -2.6387613088688218E+00 a       376     0    16     1     1
 -1.6359483605906833E+00 a       377     0    16     1     2
 -1.8647398773488633E+00 a       378     0    16     1     3
  1.2897298384473572E+00 a       379     0    16     1     4
 -3.3863128413201276E+00 a       380     0    16     1     5
 -3.6628601504725178E+00 a       381     0    16     1     6
 -1.1882402044543094E+01 a       382     0    16     1     7
 -2.8323264661125308E-01 a       383     0    16     1     8
  2.6845834365071192E-01 a       384     0    16     1     9
  7.3660372229697346E+00 a       385     0    16     1    10
 -1.4619908031832345E+00 a       386     0    16     1    11
  4.6739432611423757E+00 a       387     0    16     1    12
 -1.0598195768703529E+00 a       388     0    16     1    13
  3.6263933088355724E+00 a       389     0    16     1    14
 -3.8045073731375090E-01 a       390     0    16     1    15
  3.7075465964895876E-01 a       391     0    16     1    16
  5.9634004069337685E+00 a       392     0    16     1    17
  3.5010887871367387E+00 a       393     0    16     1    18
  4.0507106636646144E+00 a       394     0    16     1    19
  4.4104515435139042E+00 a       395     0    16     1    20
 -5.7019460024330817E+00 a       396     0    16     1    21
 -6.3492079402000536E+00 a       397     0    16     1    22
 -6.4012411015618165E+00 a       398     0    16     1    23
  4.6020227153810112E+00 a       399     0    16     1    24
  4.2744143168952045E+00 a       400     0    16     1    25
  4.2871963172520161E+01 a       401     0    17     1     1
 -7.8260856385997153E+00 a       402     0    17     1     2
  8.4154977873461441E+00 a       403     0    17     1     3
 -2.1068292334000663E+01 a       404     0    17     1     4
  3.1053407024890434E+00 a       405     0    17     1     5
  7.6162858210705240E+00 a       406     0    17     1     6
 -1.9903687595567197E+00 a       407     0    17     1     7
  1.1490844218798046E+01 a       408     0    17     1     8
 -1.3458921537739174E+01 a       409     0    17     1     9
  1.2001266614944536E+01 a       410     0    17     1    10
  6.2771773119087841E+00 a       411     0    17     1    11
 -8.4493524958784683E-01 a       412     0    17     1    12
  1.1192897576374576E+00 a       413     0    17     1    13
  7.6393433436973099E+00 a       414     0    17     1    14
 -1.3472583725125739E+01 a       415     0    17     1    15
  5.0838239796066693E+00 a       416     0    17     1    16
 -7.9042510770072838E-01 a       417     0    17     1    17
 -1.6022896609283649E+01 a       418     0    17     1    18
 -2.0994741120718629E+01 a       419     0    17     1    19
  3.6879634596827323E+01 a       420     0    17     1    20
 -3.4004750709321012E+00 a       421     0    17     1    21
  1.5443014175647136E+00 a       422     0    17     1    22
  1.1080518078507307E+01 a       423     0    17     1    23
  1.4047428039103196E+00 a       424     0    17     1    24
 -3.4097560556542970E+00 a       425     0    17     1    25
 -5.1679538430282754E+00 a       426     0    18     1     1
 -1.4287208293148839E+00 a       427     0    18     1     2
  1.7816598459104107E+01 a       428     0    18     1     3
  8.0622267255684099E-01 a       429     0    18     1     4
 -2.8445026955356432E+00 a       430     0    18     1     5
 -5.4587580454449798E+00 a       431     0    18     1     6
 -1.3716148088365276E+00 a       432     0    18     1     7
 -5.0935936401732818E+00 a       433     0    18     1     8
  1.4650874191824965E+00 a       434     0    18     1     9
 -6.5926692255227790E+00 a       435     0    18     1    10
 -9.5673938154111546E+00 a       436     0    18     1    11
  1.1223608247096207E+01 a       437     0    18     1    12
 -1.1048991558234485E+01 a       438     0    18     1    13
  8.5503643762054278E+00 a       439     0    18     1    14
 -1.3008715819802392E+00 a       440     0    18     1    15
 -1.0975878395434151E+01 a       441     0    18     1    16
  7.8169880744300313E-02 a       442     0    18     1    17
  4.7913454916389453E+00 a       443     0    18     1    18
  1.9958096298982451E+01 a       444     0    18     1    19
  3.1716718157545838E+00 a       445     0    18     1    20
  6.9273350744219275E+00 a       446     0    18     1    21
 -9.4247491444878451E-01 a       447     0    18     1    22
 -5.3640369052778381E+00 a       448     0    18     1    23
  5.5771151979233169E-01 a       449     0    18     1    24
 -1.0179926930549135E+00 a       450     0    18     1    25
 -4.0700013928914229E+00 a       451     0    19     1     1
  2.5132337424377336E+00 a       452     0    19     1     2
 -1.0257138420946765E+00 a       453     0    19     1     3
  4.5987307524007370E+00 a       454     0    19     1     4
  1.9179444037401883E-01 a       455     0    19     1     5
  8.9638596068493837E-01 a       456     0    19     1     6
 -6.7068282359076434E+00 a       457     0    19     1     7
  5.1368589185601339E+00 a       458     0    19     1     8
  3.2023663404047154E-01 a       459     0    19     1     9
 -7.0999381102881935E+00 a       460     0    19     1    10
 -5.8477157669360835E+00 a       461     0    19     1    11
  4.8727595830749948E+00 a       462     0    19     1    12
  8.8745297636465708E+00 a       463     0    19     1    13
  1.3224314883397752E+00 a       464     0    19     1    14
 -3.0889819896235471E+00 a       465     0    19     1    15
  4.9538403570257490E+00 a       466     0    19     1    16
  1.7746306873893090E+00 a       467     0    19     1    17
  5.9644684054959818E+00 a       468     0    19     1    18
 -1.6397938398241074E+00 a       469     0    19     1    19
 -2.2720007034501242E+00 a       470     0    19     1    20
  3.1619511469010995E+00 a       471     0    19     1    21
 -2.0948716803209175E-01 a       472     0    19     1    22
 -4.5642583072065737E+00 a       473     0    19     1    23
  1.2466339663389012E+00 a       474     0    19     1    24
 -2.1276044192968269E+00 a       475     0    19     1    25
  1.4931301725598776E+00 a       476     0    20     1     1
 -9.3415830460620022E+00 a       477     0    20     1     2
 -8.5717726129097898E+00 a       478     0    20     1     3
  4.2606329291826759E+00 a       479     0    20     1     4
  1.3350263737607180E+00 a       480     0    20     1     5
  2.1831725540020508E+00 a       481     0    20     1     6
 -6.2579592487562552E+00 a       482     0    20     1     7
  3.1224855229375716E+00 a       483     0    20     1     8
 -6.2918275417594294E-01 a       484     0    20     1     9
  1.0930279717578017E+01 a       485     0    20     1    10
  7.8355169692944902E+00 a       486     0    20     1    11
 -2.0456128278474108E+00 a       487     0    20     1    12
  1.0796447531213907E+01 a       488     0    20     1    13
 -1.8508095333190273E+00 a       489     0    20     1    14
 -1.3254125171681570E+00 a       490     0    20     1    15
  9.0303674865007562E+00 a       491     0    20     1    16
  2.4143809359195458E+00 a       492     0    20     1    17
 -2.6080791018734355E+00 a       493     0    20     1    18
 -6.2867507463439498E+00 a       494     0    20     1    19
  3.8231764255783682E+00 a       495     0    20     1    20
  1.1367230204403143E+00 a       496     0    20     1    21
 -1.7482804516978225E+00 a       497     0    20     1    22
 -1.5286252978535181E+01 a       498     0    20     1    23
  8.7816571006053244E-03 a       499     0    20     1    24
 -4.4083495064707706E-01 a       500     0    20     1    25
 -1.1622922584129978E+00 a       501     0    21     1     1
  6.5830662029787557E-01 a       502     0    21     1     2
  5.1080559878151333E-01 a       503     0    21     1     3
 -1.8076092837559746E-02 a       504     0    21     1     4
  7.0551087508749988E-01 a       505     0    21     1     5
  2.2985169417147233E+00 a       506     0    21     1     6
  3.1970964069594214E+00 a       507     0    21     1     7
  1.5642586054049041E+00 a       508     0    21     1     8
 -1.8896115043041140E-01 a       509     0    21     1     9
 -1.8570729789350269E+00 a       510     0    21     1    10
  4.1620379664512902E-01 a       511     0    21     1    11
 -6.5508781580037456E-01 a       512     0    21     1    12
  3.2849905718500966E-01 a       513     0    21     1    13
 -4.3937214616320303E-01 a       514     0    21     1    14
 -1.6294567327895873E-01 a       515     0    21     1    15
  4.0384745339683986E-01 a       516     0    21     1    16
 -2.8408107499616175E-01 a       517     0    21     1    17
 -3.9473170112457689E-01 a       518     0    21     1    18
 -1.0707625158260869E-01 a       519     0    21     1    19
 -6.3341722537103506E-01 a       520     0    21     1    20
  6.9109940335553777E-01 a       521     0    21     1    21
  1.5344660688534619E+00 a       522     0    21     1    22
  6.7711022574419166E-01 a       523     0    21     1    23
 -5.4721893466315263E-01 a       524     0    21     1    24
 -1.7311911169364580E+00 a       525     0    21     1    25
  7.8425258200836578E-01 a       526     0    22     1     1
 -2.8153928651846034E-02 a       527     0    22     1     2
 -2.1605051242808390E-01 a       528     0    22     1     3
 -7.4103497020476972E-02 a       529     0    22     1     4
 -1.5400485306672942E-01 a       530     0    22     1     5
