################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.3204682853191173E+01 a        39     0     2     1    14
  1.4708631009960881E+01 a        40     0     2     1    15
  1.0792892074166668E+01 a        41     0     2     1    16
  6.4505999185016989E+01 a        42     0     2     1    17
 -3.1754644358734887E+00 a        43     0     2     1    18
 -7.8230845238116551E+00 a        44     0     2     1    19
 -2.9038385043570978E+00 a        45     0     2     1    20
 -3.7146887586912407E+00 a        46     0     2     1    21
  4.5557489151681914E+01 a        47     0     2     1    22
  2.5924267868853268E+00 a        48     0     2     1    23
  3.7549126949915916E+01 a        49     0     2     1    24
 -2.7147001432440668E+01 a        50     0     2     1    25
  4.3814654097316350E+01 a        51     0     3     1     1
 -1.4480171491109473E+01 a        52     0     3     1     2
  2.2955519199087611E+01 a        53     0     3     1     3
  4.5360391369230484E+01 a        54     0     3     1     4
 -2.6293025610324925E+01 a        55     0     3     1     5
  1.8915983019620231E+01 a        56     0     3     1     6
  5.1031063982984008E+01 a        57     0     3     1     7
  5.2384524585793180E+01 a        58     0     3     1     8
 -5.5788243950821554E+00 a        59     0     3     1     9
 -1.0821096287081447E+01 a        60     0     3     1    10
 -5.0260091355974879E+01 a        61     0     3     1    11
 -1.8134447502147918E+01 a        62     0     3     1    12
 -4.1050241128895522E+01 a        63     0     3     1    13
 -1.4766570560291848E+01 a        64     0     3     1    14
 -3.4142517409325016E+01 a        65     0     3     1    15
 -1.3213764466892677E+01 a        66     0     3     1    16
  6.0674946332095736E+00 a        67     0     3     1    17
  2.3968665296451448E+01 a        68     0     3     1    18
  1.0192912473148908E+01 a        69     0     3     1    19
  2.2605305679069744E+01 a        70     0     3     1    20
 -5.7392220883324123E+00 a        71     0     3     1    21
  2.2893934295072420E+01 a        72     0     3     1    22
 -9.0964845860958565E+00 a        73     0     3     1    23
  3.1772993013321500E+00 a        74     0     3     1    24
  6.5003079267811827E+00 a        75     0     3     1    25
 -6.1960560171016240E+01 a        76     0     4     1     1
  5.9728704393637628E+01 a        77     0     4     1     2
 -9.2625961784085405E+01 a        78     0     4     1     3
  1.6288875161011188E+02 a        79     0     4     1     4
  3.6551203458097326E+01 a        80     0     4     1     5
  5.1511705008464666E+01 a        81     0     4     1     6
 -2.4063020251804097E+01 a        82     0     4     1     7
  1.8675092247365100E+01 a        83     0     4     1     8
  2.6397576256876572E+01 a        84     0     4     1     9
  2.0023172945140271E+01 a        85     0     4     1    10
 -7.4555662963175820E+01 a        86     0     4     1    11
 -2.4564757452058483E+01 a        87     0     4     1    12
 -9.1773507335958975E+00 a        88     0     4     1    13
 -9.2125088321514966E+01 a        89     0     4     1    14
 -5.2250662396558072E+00 a        90     0     4     1    15
 -2.5954255854548805E+01 a        91     0     4     1    16
  1.5893659154097563E+01 a        92     0     4     1    17
  6.7925810707267360E+01 a        93     0     4     1    18
 -4.1256170485897989E+00 a        94     0     4     1    19
  8.4499340458655155E+01 a        95     0     4     1    20
  5.3379549651336504E-02 a        96     0     4     1    21
  5.3791571643479912E+01 a        97     0     4     1    22
  1.5855290819101658E+01 a        98     0     4     1    23
  2.3116151639334422E+01 a        99     0     4     1    24
 -6.9153571459106274E+01 a       100     0     4     1    25
  3.4181798828912370E+01 a       101     0     5     1     1
  3.0739534043028407E+01 a       102     0     5     1     2
  5.0736691936380801E+01 a       103     0     5     1     3
  3.3812857286227072E+01 a       104     0     5     1     4
  7.0973648092370105E+00 a       105     0     5     1     5
 -1.0698985270354571E+02 a       106     0     5     1     6
 -5.7720572757756183E-01 a       107     0     5     1     7
 -1.5322961254899084E+02 a       108     0     5     1     8
 -1.2690333340601486E+01 a       109     0     5     1     9
  5.7744147746804849E+01 a       110     0     5     1    10
  8.3277390501440718E-01 a       111     0     5     1    11
 -3.2023269975579709E+01 a       112     0     5     1    12
 -5.7035393728028438E+01 a       113     0     5     1    13
 -4.9924048481934967E+01 a       114     0     5     1    14
 -3.3672925037986424E+01 a       115     0     5     1    15
 -2.5627160544088067E+01 a       116     0     5     1    16
 -1.1643206279852394E+02 a       117     0     5     1    17
  8.1590090861325155E+00 a       118     0     5     1    18
  1.3596016889109668E+01 a       119     0     5     1    19
 -1.1613397075485386E+01 a       120     0     5     1    20
  7.7917810876824598E+00 a       121     0     5     1    21
 -9.4960158325003349E+01 a       122     0     5     1    22
 -1.8232200174493077E+01 a       123     0     5     1    23
 -7.5246136439144152E+01 a       124     0     5     1    24
  2.9486495260449963E+01 a       125     0     5     1    25
 -9.1731160371319362E+01 a       126     0     6     1     1
  2.9149267010986353E+01 a       127     0     6     1     2
 -4.8809403277104757E+01 a       128     0     6     1     3
 -8.6536774667614637E+01 a       129     0     6     1     4
  5.4131803856356200E+01 a       130     0     6     1     5
 -3.6415183243664991E+01 a       131     0     6     1     6
 -9.4678479512352467E+01 a       132     0     6     1     7
 -1.2345723611974798E+02 a       133     0     6     1     8
  1.0429353275624367E+01 a       134     0     6     1     9
  2.3678882470864359E+01 a       135     0     6     1    10
  8.9468938279235061E+01 a       136     0     6     1    11
  4.1808944829503282E+01 a       137     0     6     1    12
  7.6097954217203508E+01 a       138     0     6     1    13
  1.7474267021948307E+01 a       139     0     6     1    14
  7.3864687459062182E+01 a       140     0     6     1    15
  3.0097060789331021E+01 a       141     0     6     1    16
 -9.6556115209898419E+00 a       142     0     6     1    17
 -5.2318341593591242E+01 a       143     0     6     1    18
 -1.9103724059819744E+01 a       144     0     6     1    19
 -4.0375141403673638E+01 a       145     0     6     1    20
  1.2683484692350770E+01 a       146     0     6     1    21
 -3.6931449823948086E+01 a       147     0     6     1    22
  2.2947755546651020E+01 a       148     0     6     1    23
 -2.2974524203381659E+00 a       149     0     6     1    24
 -8.6515731696730480E+00 a       150     0     6     1    25
  4.2327928233148945E+01 a       151     0     7     1     1
 -2.6899772564530295E+01 a       152     0     7     1     2
  5.7831644004429258E+01 a       153     0     7     1     3
 -1.1189566808180254E+02 a       154     0     7     1     4
 -2.0693051996999603E+01 a       155     0     7     1     5
 -3.0879847907402176E+01 a       156     0     7     1     6
  2.1153909863872308E+01 a       157     0     7     1     7
 -6.5619845399569101E+00 a       158     0     7     1     8
 -1.4888926603456081E+01 a       159     0     7     1     9
 -2.4856031045904846E+01 a       160     0     7     1    10
  3.7678401037360402E+01 a       161     0     7     1    11
  1.8048775805398765E+01 a       162     0     7     1    12
  2.0373893658370637E+01 a       163     0     7     1    13
  6.3413707932825560E+01 a       164     0     7     1    14
  8.2625336544788297E+00 a       165     0     7     1    15
  1.6646236226263877E+01 a       166     0     7     1    16
 -1.3755026383521709E+01 a       167     0     7     1    17
 -4.4259861694043259E+01 a       168     0     7     1    18
  4.1997557525794846E+00 a       169     0     7     1    19
 -6.0620721187753837E+01 a       170     0     7     1    20
  3.6721920285765273E+00 a       171     0     7     1    21
 -2.4993722144485684E+01 a       172     0     7     1    22
 -1.0851016282001360E+01 a       173     0     7     1    23
 -1.2391813761699039E+01 a       174     0     7     1    24
  4.1550631846250958E+01 a       175     0     7     1    25
 -1.5166382347690329E+01 a       176     0     8     1     1
 -3.6277587616042837E+01 a       177     0     8     1     2
 -4.2715889301556274E+01 a       178     0     8     1     3
 -5.3373216512924699E+01 a       179     0     8     1     4
 -1.8452068187468178E+01 a       180     0     8     1     5
  1.1752883022383276E+02 a       181     0     8     1     6
 -7.1132420381140351E+00 a       182     0     8     1     7
  1.1755402046893926E+02 a       183     0     8     1     8
  1.8481906293723561E+01 a       184     0     8     1     9
 -1.9608690828264884E+01 a       185     0     8     1    10
 -1.2513179861304497E+01 a       186     0     8     1    11
  2.2597756085659970E+01 a       187     0     8     1    12
  6.8842501625936077E+00 a       188     0     8     1    13
  1.3568028430299091E+01 a       189     0     8     1    14
  2.0936800097929854E+01 a       190     0     8     1    15
  2.6969259993950537E+01 a       191     0     8     1    16
  7.4303883367708593E+01 a       192     0     8     1    17
 -1.6592647394931575E+01 a       193     0     8     1    18
 -1.4463665785303217E+01 a       194     0     8     1    19
  2.3761785213145231E+01 a       195     0     8     1    20
 -5.4776452947727661E+00 a       196     0     8     1    21
  6.3297554215030878E+01 a       197     0     8     1    22
  3.4850884190030136E+01 a       198     0     8     1    23
  5.8537491864152791E+01 a       199     0     8     1    24
 -3.2247785113068463E+00 a       200     0     8     1    25
  5.9769665039823622E+01 a       201     0     9     1     1
 -1.6192387643643453E+00 a       202     0     9     1     2
  5.1023369436493923E+01 a       203     0     9     1     3
  1.0204651657910969E+02 a       204     0     9     1     4
 -3.7088839976735308E+01 a       205     0     9     1     5
  1.9895898159159508E+01 a       206     0     9     1     6
  4.2257996854485000E+01 a       207     0     9     1     7
  7.9886376319262624E+01 a       208     0     9     1     8
 -2.4816346782430010E+01 a       209     0     9     1     9
 -2.3058964947135220E+01 a       210     0     9     1    10
 -2.8164944549972390E+01 a       211     0     9     1    11
 -4.5360933366288727E+01 a       212     0     9     1    12
 -5.6836830359174293E+01 a       213     0     9     1    13
  1.0743511382358983E+01 a       214     0     9     1    14
 -5.0780693408623122E+01 a       215     0     9     1    15
 -2.2441952197149170E+01 a       216     0     9     1    16
  7.2798234919040992E+00 a       217     0     9     1    17
  2.8136827584959558E+01 a       218     0     9     1    18
  1.8168330950227265E+01 a       219     0     9     1    19
  2.0259907392031387E+01 a       220     0     9     1    20
 -1.0932233542222178E+01 a       221     0     9     1    21
  1.7350469396791741E+01 a       222     0     9     1    22
 -2.4423461434968061E+01 a       223     0     9     1    23
  5.7653348198252372E+00 a       224     0     9     1    24
  2.3496810274027480E-01 a       225     0     9     1    25
 -1.1186996445858423E+01 a       226     0    10     1     1
 -3.4261623723452490E+00 a       227     0    10     1     2
 -1.0367729569207635E+01 a       228     0    10     1     3
  2.5701095569017959E+01 a       229     0    10     1     4
  1.4464675484392133E+00 a       230     0    10     1     5
  4.9377797115613493E+00 a       231     0    10     1     6
 -7.9039194469281551E+00 a       232     0    10     1     7
 -4.7336419645811603E+00 a       233     0    10     1     8
  2.3169700788910297E+00 a       234     0    10     1     9
  1.4783138013063772E+01 a       235     0    10     1    10
  3.2051499819416901E-01 a       236     0    10     1    11
 -6.5356132001483331E+00 a       237     0    10     1    12
 -1.7381926655213352E+01 a       238     0    10     1    13
 -1.4499820918896924E+01 a       239     0    10     1    14
 -3.4204898961406700E+00 a       240     0    10     1    15
 -3.0159888774710071E+00 a       241     0    10     1    16
  3.6464867582694267E+00 a       242     0    10     1    17
  9.4847871120588589E+00 a       243     0    10     1    18
 -2.7051585154030731E+00 a       244     0    10     1    19
  1.8072280795156335E+01 a       245     0    10     1    20
 -4.7436038141890853E+00 a       246     0    10     1    21
  3.8600258280011429E-01 a       247     0    10     1    22
  2.5335905668949867E+00 a       248     0    10     1    23
  2.3549738198936208E+00 a       249     0    10     1    24
 -7.0156747386953846E+00 a       250     0    10     1    25
 -6.4199875920343592E+00 a       251     0    11     1     1
  1.8548957903809953E+01 a       252     0    11     1     2
  2.9897042697711651E+01 a       253     0    11     1     3
  3.3053090540131086E-01 a       254     0    11     1     4
  2.2085543024335855E+01 a       255     0    11     1     5
 -9.9637636891999449E+01 a       256     0    11     1     6
  9.0707066927099191E+00 a       257     0    11     1     7
 -2.8216978349860064E+01 a       258     0    11     1     8
 -2.4215551523358663E+01 a       259     0    11     1     9
 -2.0125218499771343E+01 a       260     0    11     1    10
 -1.1494154507671423E+01 a       261     0    11     1    11
 -1.7584560915459051E+01 a       262     0    11     1    12
  3.4434370212779970E+00 a       263     0    11     1    13
  1.1381728918058272E+01 a       264     0    11     1    14
  1.0606369466540375E+00 a       265     0    11     1    15
 -1.6911300266006492E+01 a       266     0    11     1    16
 -6.9590994409699247E+00 a       267     0    11     1    17
  1.3515811297950675E+01 a       268     0    11     1    18
  2.0250364202640181E+01 a       269     0    11     1    19
 -3.1091178284509096E+00 a       270     0    11     1    20
 -9.2755235051541920E+00 a       271     0    11     1    21
 -3.8842649230702957E+00 a       272     0    11     1    22
 -2.2797989703151508E+01 a       273     0    11     1    23
 -3.6067308527127210E+01 a       274     0    11     1    24
 -5.6029995329019711E+00 a       275     0    11     1    25
 -1.5444158225164143E+01 a       276     0    12     1     1
 -1.5162025047322738E+01 a       277     0    12     1     2
 -2.8997673777061596E+01 a       278     0    12     1     3
 -6.8082845430412732E+01 a       279     0    12     1     4
  1.0299461653642592E+01 a       280     0    12     1     5
 -1.4535561770700920E+00 a       281     0    12     1     6
  3.4583673622641542E+00 a       282     0    12     1     7
 -1.2971211654526817E+01 a       283     0    12     1     8
  2.3131263638550973E+01 a       284     0    12     1     9
  1.1163078258413968E+01 a       285     0    12     1    10
 -1.6120073405133819E+01 a       286     0    12     1    11
  2.5285137058766690E+01 a       287     0    12     1    12
  2.3994725549558488E+01 a       288     0    12     1    13
 -1.8193537156493061E+01 a       289     0    12     1    14
  1.2264530642056819E+01 a       290     0    12     1    15
  7.2681758326041663E+00 a       291     0    12     1    16
 -3.0506276958507543E+00 a       292     0    12     1    17
 -7.6891258512746627E-02 a       293     0    12     1    18
 -1.1249049761290085E+01 a       294     0    12     1    19
 -2.9122796056070057E+00 a       295     0    12     1    20
  6.6145922315125292E+00 a       296     0    12     1    21
 -2.8417372408333774E+00 a       297     0    12     1    22
  1.2496873732012304E+01 a       298     0    12     1    23
 -7.9240704817808387E+00 a       299     0    12     1    24
  1.4245429224872655E-01 a       300     0    12     1    25
  9.8248961879058283E-01 a       301     0    13     1     1
 -2.0940041216118841E+00 a       302     0    13     1     2
 -6.0852956136650622E+00 a       303     0    13     1     3
  2.7195366870069728E+00 a       304     0    13     1     4
 -2.9870853082706668E+00 a       305     0    13     1     5
  2.5610164423502820E+01 a       306     0    13     1     6
 -3.1758009529763740E+00 a       307     0    13     1     7
 -9.7954188806618457E-03 a       308     0    13     1     8
  5.4390019518039487E+00 a       309     0    13     1     9
  2.7080701516768619E+00 a       310     0    13     1    10
  4.6671928224619377E+00 a       311     0    13     1    11
  2.9584552423165711E+00 a       312     0    13     1    12
 -1.1786357877927869E+00 a       313     0    13     1    13
 -3.7513567666669165E+00 a       314     0    13     1    14
 -9.9332919528454092E-02 a       315     0    13     1    15
  3.2402969039458469E+00 a       316     0    13     1    16
 -4.4686497454507551E-01 a       317     0    13     1    17
 -3.8606634501296360E+00 a       318     0    13     1    18
 -2.7022580546447359E+00 a       319     0    13     1    19
 -4.4329374360594759E-01 a       320     0    13     1    20
  2.4941353420746308E+00 a       321     0    13     1    21
  1.1175961882925256E+00 a       322     0    13     1    22
  6.8119270178731304E+00 a       323     0    13     1    23
  5.4445688973674056E+00 a       324     0    13     1    24
 -1.4881090576162287E-01 a       325     0    13     1    25
  2.3487944381529416E-01 a       326     0    14     1     1
  4.1122797568465277E+00 a       327     0    14     1     2
  5.1600090414439777E+00 a       328     0    14     1     3
  1.1609810270675991E+01 a       329     0    14     1     4
 -6.5764094351180802E-02 a       330     0    14     1     5
 -1.1138192604371036E+00 a       331     0    14     1     6
 -4.2471586923762423E+00 a       332     0    14     1     7
 -2.4019567006510285E+00 a       333     0    14     1     8
 -5.2545433314397272E+00 a       334     0    14     1     9
 -9.8952702198462070E-02 a       335     0    14     1    10
  6.7414312258956590E+00 a       336     0    14     1    11
 -4.2055009295358676E+00 a       337     0    14     1    12
 -3.3921158458674006E+00 a       338     0    14     1    13
  4.3444348193267652E+00 a       339     0    14     1    14
  3.9350941194030142E-01 a       340     0    14     1    15
 -5.0128533940991049E-01 a       341     0    14     1    16
  3.9907313647175496E-01 a       342     0    14     1    17
 -2.2657129405573389E+00 a       343     0    14     1    18
  2.2016218696362237E+00 a       344     0    14     1    19
 -1.4578007143314704E+00 a       345     0    14     1    20
 -1.2955604623215102E+00 a       346     0    14     1    21
 -6.2817154545254095E-01 a       347     0    14     1    22
 -1.0983912318927933E+00 a       348     0    14     1    23
  2.2504780171234553E+00 a       349     0    14     1    24
  8.2242607718768657E-01 a       350     0    14     1    25
  1.5023047318318801E+00 a       351     0    15     1     1
 -2.0037327853600885E+01 a       352     0    15     1     2
  7.0663724192610742E+00 a       353     0    15     1     3
 -9.3327270666484772E+00 a       354     0    15     1     4
 -7.6946785099769990E+00 a       355     0    15     1     5
 -7.5443370460970725E+00 a       356     0    15     1     6
 -2.8495239399891439E+00 a       357     0    15     1     7
 -1.0021999866759213E+01 a       358     0    15     1     8
 -8.6132922170240045E-03 a       359     0    15     1     9
  1.5418738562422776E+01 a       360     0    15     1    10
  1.7105944405165776E+01 a       361     0    15     1    11
 -2.3487682155663685E+00 a       362     0    15     1    12
 -1.4693966399197249E+01 a       363     0    15     1    13
  2.5280423822851885E+00 a       364     0    15     1    14
  2.0953373244515128E-01 a       365     0    15     1    15
  2.2552733510397016E+00 a       366     0    15     1    16
  9.1274203231703310E-01 a       367     0    15     1    17
 -2.7798999680927765E+00 a       368     0    15     1    18
 -3.7078628090954178E+00 a       369     0    15     1    19
 -2.6347202623162311E+00 a       370     0    15     1    20
 -5.3202958805324059E+00 a       371     0    15     1    21
 -1.0693971916960241E+01 a       372     0    15     1    22
 -1.2110096059350319E-02 a       373     0    15     1    23
 -2.2003837592333522E+00 a       374     0    15     1    24
  4.3415640352202169E+00 a       375     0    15     1    25
  1.3338727615858703E+01 a       376     0    16     1     1
  1.3265553274324189E+00 a       377     0    16     1     2
 -9.1419597519879989E+00 a       378     0    16     1     3
  2.4498631028678936E+01 a       379     0    16     1     4
 -8.2113737932905084E-01 a       380     0    16     1     5
  2.1426477796969873E+01 a       381     0    16     1     6
  2.9455370353615073E-01 a       382     0    16     1     7
 -1.2298421009256444E+01 a       383     0    16     1     8
  1.5459440326563453E+01 a       384     0    16     1     9
  8.4085738698646733E+00 a       385     0    16     1    10
  1.2473266770040087E+01 a       386     0    16     1    11
  4.3411332211993336E+00 a       387     0    16     1    12
  9.5670853456149683E+00 a       388     0    16     1    13
  1.1184327686690547E+00 a       389     0    16     1    14
 -1.4170648555867233E+00 a       390     0    16     1    15
 -2.0865981324492386E+00 a       391     0    16     1    16
 -1.1877884772214223E+01 a       392     0    16     1    17
 -6.4977394323575108E+00 a       393     0    16     1    18
 -1.1150015393897574E+00 a       394     0    16     1    19
  3.4669939015449791E-01 a       395     0    16     1    20
  8.9017564435310224E+00 a       396     0    16     1    21
 -1.2318886793055830E+01 a       397     0    16     1    22
  5.0773970176212631E+00 a       398     0    16     1    23
 -2.4346061328033723E+00 a       399     0    16     1    24
 -4.1808484552604619E-01 a       400     0    16     1    25
  1.5354537126894155E-01 a       401     0    17     1     1
  8.6541355518619714E+00 a       402     0    17     1     2
 -1.0690455484427881E+00 a       403     0    17     1     3
  6.6550407075448426E-01 a       404     0    17     1     4
  3.0006742123891637E+00 a       405     0    17     1     5
  2.2132507645459483E+00 a       406     0    17     1     6
  7.9210899538369295E-01 a       407     0    17     1     7
  4.0797084598444373E+00 a       408     0    17     1     8
 -8.3505763752950668E-01 a       409     0    17     1     9
 -8.0462764279529733E+00 a       410     0    17     1    10
 -6.1432628951124517E+00 a       411     0    17     1    11
  1.0858969357374959E+00 a       412     0    17     1    12
  5.9254171457350164E+00 a       413     0    17     1    13
  2.0385115753462828E+00 a       414     0    17     1    14
 -1.5232404333769781E-01 a       415     0    17     1    15
 -3.6953097192902923E-01 a       416     0    17     1    16
 -1.7644335535472035E+00 a       417     0    17     1    17
 -1.2513699257826250E-01 a       418     0    17     1    18
  1.6858557552069038E+00 a       419     0    17     1    19
  7.8204747454547252E-01 a       420     0    17     1    20
  1.5934574303177633E+00 a       421     0    17     1    21
  4.9450391755866070E+00 a       422     0    17     1    22
 -6.2710205835399691E-01 a       423     0    17     1    23
  9.6128470579890302E-01 a       424     0    17     1    24
 -5.4066211415479071E-01 a       425     0    17     1    25
  4.6864188422467130E+00 a       426     0    18     1     1
 -4.2221748418673988E+00 a       427     0    18     1     2
 -2.0213763730219131E-01 a       428     0    18     1     3
 -3.1967806014491282E+00 a       429     0    18     1     4
 -1.9034699265405239E+00 a       430     0    18     1     5
  1.8666532704425929E+00 a       431     0    18     1     6
  4.4414523593798281E+00 a       432     0    18     1     7
  7.6412924035242806E+00 a       433     0    18     1     8
  3.5725146309111704E+00 a       434     0    18     1     9
 -1.6695806721604980E+00 a       435     0    18     1    10
 -5.7514785341668242E+00 a       436     0    18     1    11
 -8.9260049074366177E-01 a       437     0    18     1    12
 -2.1963784530579420E+00 a       438     0    18     1    13
 -2.7337737981793042E-01 a       439     0    18     1    14
 -3.4239566721289818E+00 a       440     0    18     1    15
 -8.6329345882700070E-01 a       441     0    18     1    16
 -8.6996331968886642E-01 a       442     0    18     1    17
  4.4067418121796020E+00 a       443     0    18     1    18
 -1.5432234516142279E-01 a       444     0    18     1    19
  2.5540663611693764E+00 a       445     0    18     1    20
 -1.4214134902398456E+00 a       446     0    18     1    21
  1.6171451777031423E+00 a       447     0    18     1    22
 -1.3787193931062436E+00 a       448     0    18     1    23
 -1.5759274514298796E+00 a       449     0    18     1    24
 -7.6300186010708038E-02 a       450     0    18     1    25
 -5.3481800037014597E+00 a       451     0    19     1     1
  7.2717371137270326E-01 a       452     0    19     1     2
  2.9708715260319773E+00 a       453     0    19     1     3
 -1.2132629636659555E+01 a       454     0    19     1     4
 -4.8199126030039452E-01 a       455     0    19     1     5
 -8.1316008003027782E-02 a       456     0    19     1     6
 -8.7976356347500551E-01 a       457     0    19     1     7
  4.8485855377143956E+00 a       458     0    19     1     8
 -6.6737372110785023E+00 a       459     0    19     1     9
 -2.6575628002389760E+00 a       460     0    19     1    10
 -4.6943285768098963E+00 a       461     0    19     1    11
 -1.0346239710749534E+00 a       462     0    19     1    12
 -3.2693511250003038E+00 a       463     0    19     1    13
  1.4595208975407525E+00 a       464     0    19     1    14
  1.5501179591208705E+00 a       465     0    19     1    15
  1.9559631460322433E+00 a       466     0    19     1    16
  5.5470488266547964E+00 a       467     0    19     1    17
 -8.8498553686281442E-02 a       468     0    19     1    18
 -2.4204619272369124E-01 a       469     0    19     1    19
 -2.6334786362629803E-01 a       470     0    19     1    20
 -3.9643564289078443E+00 a       471     0    19     1    21
  3.9851510626238835E+00 a       472     0    19     1    22
 -6.1343747919800085E-01 a       473     0    19     1    23
  3.6383296225424107E+00 a       474     0    19     1    24
  1.3350780877795907E+00 a       475     0    19     1    25
 -8.3237810107230414E-01 a       476     0    20     1     1
 -1.1782191574672782E+00 a       477     0    20     1     2
 -1.0822604882365729E+00 a       478     0    20     1     3
 -3.1660911104958709E+00 a       479     0    20     1     4
  3.9659908573298874E-01 a       480     0    20     1     5
 -6.7997455898573822E-01 a       481     0    20     1     6
  1.0110614306547216E+00 a       482     0    20     1     7
  3.1940899346839202E-01 a       483     0    20     1     8
 -7.9589362939415487E-02 a       484     0    20     1     9
  2.4377240221929184E+00 a       485     0    20     1    10
 -8.9138006669883896E-01 a       486     0    20     1    11
  1.0060768210900040E+00 a       487     0    20     1    12
  1.2839305368607254E+00 a       488     0    20     1    13
 -1.7256606978827924E+00 a       489     0    20     1    14
 -7.4970936439344227E-01 a       490     0    20     1    15
 -2.6748930986227953E-01 a       491     0    20     1    16
  2.6104524334891299E-01 a       492     0    20     1    17
  8.0023544160892537E-02 a       493     0    20     1    18
 -7.4265006752380447E-01 a       494     0    20     1    19
 -2.8712190751010782E+00 a       495     0    20     1    20
  1.8127839438205429E+00 a       496     0    20     1    21
 -9.7611822380090696E-01 a       497     0    20     1    22
  1.5030648617003579E+00 a       498     0    20     1    23
 -5.1270133046094268E-01 a       499     0    20     1    24
 -8.4831840387828772E-01 a       500     0    20     1    25
 -7.8392700607171517E-01 a       501     0    21     1     1
 -9.8709466843632176E-01 a       502     0    21     1     2
 -1.9212067631887095E-01 a       503     0    21     1     3
  4.5383006361800543E-01 a       504     0    21     1     4
 -4.3594160235472225E-02 a       505     0    21     1     5
  2.3801903137805048E-02 a       506     0    21     1     6
 -5.8552763350856252E-01 a       507     0    21     1     7
 -7.8368123039832527E-01 a       508     0    21     1     8
 -3.1205063685427281E-01 a       509     0    21     1     9
  1.3399575061554729E+00 a       510     0    21     1    10
  1.9218095322303332E+00 a       511     0    21     1    11
 -6.1438048213124752E-01 a       512     0    21     1    12
 -6.1997643716519468E-01 a       513     0    21     1    13
  2.4480232112739145E-01 a       514     0    21     1    14
 -4.5982024717712400E-02 a       515     0    21     1    15
 -9.0892043091494359E-02 a       516     0    21     1    16
 -4.9904500490423392E-01 a       517     0    21     1    17
  1.4796131164774023E-01 a       518     0    21     1    18
 -4.0369367593986577E-01 a       519     0    21     1    19
  1.7522112609834326E+00 a       520     0    21     1    20
 -3.7812392551308316E-01 a       521     0    21     1    21
  2.9106264253489206E-01 a       522     0    21     1    22
  1.1800083161272429E-01 a       523     0    21     1    23
 -5.1848104552202789E-01 a       524     0    21     1    24
 -3.5774602119880056E-01 a       525     0    21     1    25
  2.5849109592003146E+00 a       526     0    22     1     1
  3.2503839022247766E-01 a       527     0    22     1     2
 -2.9077881194722068E+00 a       528     0    22     1     3
  8.4742680064399387E+00 a       529     0    22     1     4
