################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.5279227695138823E-02 a       328     0    14     1     3
 -2.8869656906814917E-01 a       329     0    14     1     4
 -6.9599850979612974E+00 a       330     0    14     1     5
 -1.8669964732609210E+00 a       331     0    14     1     6
  5.1757924037089609E+00 a       332     0    14     1     7
 -8.3192639809755065E+00 a       333     0    14     1     8
 -3.9821928751362163E+00 a       334     0    14     1     9
  6.2945256847447375E+00 a       335     0    14     1    10
 -4.8716594664231918E+00 a       336     0    14     1    11
  1.4573253946133391E+00 a       337     0    14     1    12
 -1.2516186058082113E+00 a       338     0    14     1    13
  3.5908333154712895E+00 a       339     0    14     1    14
  1.1743191354905321E+01 a       340     0    14     1    15
  3.7328537981305403E+00 a       341     0    14     1    16
  7.6466647800321459E+00 a       342     0    14     1    17
  1.3170452579735414E+00 a       343     0    14     1    18
  2.4865101939817307E+00 a       344     0    14     1    19
 -4.7126871107950352E+00 a       345     0    14     1    20
  1.6060164225375384E+00 a       346     0    14     1    21
 -1.2127552161596240E+00 a       347     0    14     1    22
 -9.5376037988876714E+00 a       348     0    14     1    23
 -9.3914717493143343E+00 a       349     0    14     1    24
 -8.1231013370619785E+00 a       350     0    14     1    25
 -2.9538018695278602E+01 a       351     0    15     1     1
 -2.4565597421767436E+01 a       352     0    15     1     2
 -1.8976664706811932E+00 a       353     0    15     1     3
  6.2573916709490218E+00 a       354     0    15     1     4
 -2.3483415823725185E+01 a       355     0    15     1     5
 -4.6414256148927585E+01 a       356     0    15     1     6
  1.0538603687195458E+00 a       357     0    15     1     7
 -1.2898717145181966E+01 a       358     0    15     1     8
  1.5853923837120714E+01 a       359     0    15     1     9
  1.1356301264040448E+01 a       360     0    15     1    10
  2.7360692626123178E+01 a       361     0    15     1    11
 -1.5960888386176286E+01 a       362     0    15     1    12
 -1.1524981327675702E+01 a       363     0    15     1    13
 -4.6388889325262728E+00 a       364     0    15     1    14
 -3.2086132132487606E+01 a       365     0    15     1    15
 -3.7023508487091696E+01 a       366     0    15     1    16
  7.5574357548555735E+00 a       367     0    15     1    17
 -1.3021287991954377E+01 a       368     0    15     1    18
 -1.4776272355482959E+01 a       369     0    15     1    19
 -8.8271019341460200E+00 a       370     0    15     1    20
 -4.1284111408397788E+00 a       371     0    15     1    21
  1.2303526281435566E+01 a       372     0    15     1    22
  3.7765758754996948E+00 a       373     0    15     1    23
  3.8593171110967141E+01 a       374     0    15     1    24
 -5.4553329219132699E+01 a       375     0    15     1    25
 -5.7523783140079754E+00 a       376     0    16     1     1
  2.9261636592975764E+00 a       377     0    16     1     2
  2.6845705353131999E+00 a       378     0    16     1     3
 -1.0107636751410662E+00 a       379     0    16     1     4
  3.4375851593908462E+00 a       380     0    16     1     5
  6.9165973795339637E+00 a       381     0    16     1     6
 -6.5861086090797250E-01 a       382     0    16     1     7
  1.0771851147631464E+01 a       383     0    16     1     8
  6.5593561110732947E+00 a       384     0    16     1     9
 -2.1444981022513945E+00 a       385     0    16     1    10
 -9.0191410380930725E-01 a       386     0    16     1    11
  3.4836293843976605E+00 a       387     0    16     1    12
  1.8629150522178912E+00 a       388     0    16     1    13
 -1.9149684371489208E+00 a       389     0    16     1    14
  9.3038298457982975E+00 a       390     0    16     1    15
 -4.4706624959098944E+00 a       391     0    16     1    16
  9.9832255079381849E+00 a       392     0    16     1    17
 -1.0903237284096265E+00 a       393     0    16     1    18
  2.7144087554462133E+00 a       394     0    16     1    19
  1.4734179541438770E+00 a       395     0    16     1    20
  2.5579396634765772E-01 a       396     0    16     1    21
  2.5182553177991256E+00 a       397     0    16     1    22
 -2.3187139980927940E+00 a       398     0    16     1    23
  1.1907188589607682E+00 a       399     0    16     1    24
  1.6670291585162640E+00 a       400     0    16     1    25
  8.5244847879624999E+00 a       401     0    17     1     1
  4.7614233232008294E+00 a       402     0    17     1     2
  1.1420870920341333E+00 a       403     0    17     1     3
 -2.8264769221035926E+00 a       404     0    17     1     4
  3.9750937589358704E+00 a       405     0    17     1     5
  1.0541470941422299E+01 a       406     0    17     1     6
  4.6483933755223106E-01 a       407     0    17     1     7
 -1.4843024717700792E-01 a       408     0    17     1     8
 -4.5089370616752227E+00 a       409     0    17     1     9
 -7.4137117700708610E-01 a       410     0    17     1    10
 -8.2916304418006082E+00 a       411     0    17     1    11
  6.5601107056678210E+00 a       412     0    17     1    12
  4.6321579035802740E+00 a       413     0    17     1    13
 -1.3279020235204320E+00 a       414     0    17     1    14
  7.9267673684629649E+00 a       415     0    17     1    15
  6.4030225837338799E+00 a       416     0    17     1    16
 -4.8228084188806744E+00 a       417     0    17     1    17
  3.2402025127067922E+00 a       418     0    17     1    18
  5.0896570075920167E-01 a       419     0    17     1    19
 -1.1605959195761066E+00 a       420     0    17     1    20
  1.5309096781043861E+00 a       421     0    17     1    21
 -5.7372730337608386E+00 a       422     0    17     1    22
  2.8613749154639185E+00 a       423     0    17     1    23
 -1.2919552614699278E+01 a       424     0    17     1    24
  1.7533783884305901E+01 a       425     0    17     1    25
 -4.8183523220724709E+00 a       426     0    18     1     1
 -1.7749093485738032E+00 a       427     0    18     1     2
  9.0942159539086731E+00 a       428     0    18     1     3
 -8.8277909300479809E-02 a       429     0    18     1     4
 -8.7117630139498754E+00 a       430     0    18     1     5
  6.2804319304259675E+00 a       431     0    18     1     6
 -6.0608629908365312E+00 a       432     0    18     1     7
  1.8514411143916590E+01 a       433     0    18     1     8
  1.6845273955917225E+01 a       434     0    18     1     9
 -1.0494851646336716E+01 a       435     0    18     1    10
  6.9334403004717071E+00 a       436     0    18     1    11
  1.1994175790733168E+00 a       437     0    18     1    12
  7.8648151672687510E+00 a       438     0    18     1    13
 -1.7277952263847734E+01 a       439     0    18     1    14
 -2.5588632296681406E+00 a       440     0    18     1    15
 -8.6040301290903383E+00 a       441     0    18     1    16
 -4.6814326528894972E+00 a       442     0    18     1    17
 -6.0908346776861579E+00 a       443     0    18     1    18
 -2.1941252155124882E+01 a       444     0    18     1    19
  4.3463363757676383E+00 a       445     0    18     1    20
 -3.1268636423849974E+00 a       446     0    18     1    21
  9.8295824115493815E+00 a       447     0    18     1    22
  3.1567380904864763E+01 a       448     0    18     1    23
  1.3242020758197077E+01 a       449     0    18     1    24
  2.9164154154210411E+01 a       450     0    18     1    25
  1.9843461530987343E+00 a       451     0    19     1     1
 -2.6785168942954471E+00 a       452     0    19     1     2
 -1.6632372165304354E+00 a       453     0    19     1     3
  1.1909444931379882E+00 a       454     0    19     1     4
  1.7450420962022584E+00 a       455     0    19     1     5
 -1.3797629507398976E+00 a       456     0    19     1     6
  3.0794055426319500E+00 a       457     0    19     1     7
 -3.0680030573313917E+00 a       458     0    19     1     8
 -1.5494136682510151E+00 a       459     0    19     1     9
 -9.4181463743818794E-01 a       460     0    19     1    10
 -4.0783630589877934E-01 a       461     0    19     1    11
 -1.4130296992630180E+00 a       462     0    19     1    12
 -5.2981460839379024E-01 a       463     0    19     1    13
  9.4328181079799800E-01 a       464     0    19     1    14
 -5.5886012496408712E+00 a       465     0    19     1    15
  1.5976603579138853E+00 a       466     0    19     1    16
 -1.9739035024739400E+00 a       467     0    19     1    17
 -7.8523489655165113E-01 a       468     0    19     1    18
 -8.6348878200629364E-01 a       469     0    19     1    19
 -1.5418633424484165E+00 a       470     0    19     1    20
  2.5156557374158148E+00 a       471     0    19     1    21
  1.6156332431599376E+00 a       472     0    19     1    22
  2.0507846104195654E-01 a       473     0    19     1    23
  5.2448573817531701E+00 a       474     0    19     1    24
  2.9917799496481412E+00 a       475     0    19     1    25
  4.7139753277573391E+00 a       476     0    20     1     1
  3.8667602766025433E+00 a       477     0    20     1     2
 -2.5541057191732461E+00 a       478     0    20     1     3
 -5.4066361146037634E-02 a       479     0    20     1     4
  7.5845649264689285E+00 a       480     0    20     1     5
 -1.9989271667779340E+00 a       481     0    20     1     6
  1.6076640764786179E+00 a       482     0    20     1     7
 -1.9006021004559173E+00 a       483     0    20     1     8
 -4.5369502403858339E+00 a       484     0    20     1     9
  5.9897049784287903E-01 a       485     0    20     1    10
 -3.1086140094764708E-01 a       486     0    20     1    11
 -9.2598643939255010E-01 a       487     0    20     1    12
 -2.7204311569618742E+00 a       488     0    20     1    13
  4.3330817993578403E+00 a       489     0    20     1    14
 -6.4044909315219964E+00 a       490     0    20     1    15
  5.5004971031078727E+00 a       491     0    20     1    16
 -4.8565629827678016E+00 a       492     0    20     1    17
  2.2603486900124228E+00 a       493     0    20     1    18
  8.2522119479874707E+00 a       494     0    20     1    19
  1.2621683483354429E-01 a       495     0    20     1    20
  1.9095389994093901E+00 a       496     0    20     1    21
 -3.8991944236472857E+00 a       497     0    20     1    22
 -8.2984583759042092E+00 a       498     0    20     1    23
 -1.8466582155766176E+00 a       499     0    20     1    24
 -1.2070097583672176E+01 a       500     0    20     1    25
 -3.5035181863516285E-02 a       501     0    21     1     1
 -3.2297682292717439E-01 a       502     0    21     1     2
  4.6461657034240939E-01 a       503     0    21     1     3
  2.1807403281950261E-01 a       504     0    21     1     4
 -1.0441248461823769E+00 a       505     0    21     1     5
 -2.3051366001718572E+00 a       506     0    21     1     6
  1.1599841488127447E+00 a       507     0    21     1     7
 -1.7909600101827572E+00 a       508     0    21     1     8
  2.8039402406335934E-01 a       509     0    21     1     9
  4.5897079166903074E+00 a       510     0    21     1    10
  1.5954959331243244E+00 a       511     0    21     1    11
 -1.4752146715279293E+00 a       512     0    21     1    12
 -3.2224852197557996E-02 a       513     0    21     1    13
  7.5378537854382990E-02 a       514     0    21     1    14
 -1.4709422894978745E+00 a       515     0    21     1    15
 -2.9422883864442704E+00 a       516     0    21     1    16
 -1.2125287776372338E+00 a       517     0    21     1    17
 -5.0313562285560531E-01 a       518     0    21     1    18
 -1.9361327709094363E+00 a       519     0    21     1    19
 -1.4411719461823957E-01 a       520     0    21     1    20
 -8.3547829683229180E-01 a       521     0    21     1    21
 -1.0596060654548438E+00 a       522     0    21     1    22
  1.1043918852355332E+00 a       523     0    21     1    23
  8.0847445152314623E-01 a       524     0    21     1    24
 -2.3349566527808188E+00 a       525     0    21     1    25
 -1.3314315467375617E+00 a       526     0    22     1     1
 -1.1176500022411862E+00 a       527     0    22     1     2
  1.1014667501928119E+00 a       528     0    22     1     3
  4.0848795654564007E-01 a       529     0    22     1     4
 -1.8245422945337841E-01 a       530     0    22     1     5
